Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,Fresh,Brack,Saltwater,DepthRangeDeep,Length,nutrient,concentration,reference,abs_lat,seanuts_id2,subgroup,source,part,page_id,level_1,level_2,realm
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,ca_mg,11.459999999999999,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",54.117096,240,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fat_g,1.4,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53,131,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fat_g,0.7,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53,134,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fat_g,6.4,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",53.875369,287,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fat_g,6.4,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",53.875369,287,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fat_g,1,"Aggelousis G., Lazos E.S. (1990). Fatty acid composition of the lipids from eight freshwater fish species from Greece. Journal of Food Composition and Analaysis 4: 68-76",41.53,288,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,zn_mg,1,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53,131,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,zn_mg,0.9,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53,134,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,zn_mg,0.373252,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",54.00394,193,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,zn_mg,0.36618,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",54.117096,231,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,zn_mg,0.39294,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",54.084241,237,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,zn_mg,0.372708,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",54.117096,240,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fe_mg,0.6,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53,131,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fe_mg,0.7,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",41.53,134,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fe_mg,0.21,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",54.00394,193,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fe_mg,0.19,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",54.117096,231,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fe_mg,0.17,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",54.084241,237,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Abramis brama,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1500000953674316,temperate,fusiform / normal,benthopelagic,fresh,brack,NA,NA,82,fe_mg,0.18000000000000002,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",54.117096,240,finfish,seanuts,unknown,NA,NA,NA,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,ca_mg,NA,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,ca_mg,6.61,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,ca_mg,14,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,zn_mg,NA,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,zn_mg,0.443,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,zn_mg,NA,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fe_mg,NA,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fe_mg,0.139,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fe_mg,1.5,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,protein_g,17.1,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,protein_g,18.3,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,protein_g,16.8,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fat_g,9.1,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fat_g,3.31,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fat_g,10.8,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fapun3,NA,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fapun3,NA,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fapun3,NA,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fapun_all_g,NA,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fapun_all_g,NA,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,fapun_all_g,NA,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,mn_mg,NA,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,mn_mg,0.02,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,mn_mg,NA,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,mg_mg,NA,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,mg_mg,NA,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,mg_mg,NA,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,epa,NA,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,epa,NA,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,epa,NA,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,dha,NA,27,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,dha,NA,44,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser fulvescens,18,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.27999997138977,temperate,elongated,demersal,fresh,brack,NA,9,274,dha,NA,79,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrack
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,ca_mg,NA,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,ca_mg,NA,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,zn_mg,NA,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,zn_mg,NA,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,fe_mg,NA,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,fe_mg,NA,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,protein_g,NA,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,protein_g,NA,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,fat_g,6,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,fat_g,NA,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,fapun3,NA,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,fapun3,NA,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,fapun_all_g,2.1,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,fapun_all_g,2.55,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,mn_mg,NA,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,mn_mg,NA,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,mg_mg,NA,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,mg_mg,NA,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,epa,1,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,epa,1.4,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,dha,0.5,23,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Acipenser oxyrinchus,15.11111111111111,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.325,subtropical,elongated,demersal,fresh,brack,marine,46,403,dha,0.57,55,NA,NA,NA,cine,muscle,6447,Fish,Searun Fish,freshbrackmarine
Albatrossia pectoralis,5.666666666666667,mainly animals (troph. 2.8 and up),variable,3.86,deep-water,elongated,bathydemersal,NA,NA,marine,3500,210,fapun_all_g,0.06207205899999999,"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33",57.79,291,finfish,seanuts,unknown,NA,NA,NA,marine
Albatrossia pectoralis,5.666666666666667,mainly animals (troph. 2.8 and up),variable,3.86,deep-water,elongated,bathydemersal,NA,NA,marine,3500,210,fapun3,0.056094173000000004,"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33",57.79,291,finfish,seanuts,unknown,NA,NA,NA,marine
Albatrossia pectoralis,5.666666666666667,mainly animals (troph. 2.8 and up),variable,3.86,deep-water,elongated,bathydemersal,NA,NA,marine,3500,210,epa,0.018676001,"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33",57.79,291,finfish,seanuts,unknown,NA,NA,NA,marine
Albatrossia pectoralis,5.666666666666667,mainly animals (troph. 2.8 and up),variable,3.86,deep-water,elongated,bathydemersal,NA,NA,marine,3500,210,dha,0.033661435999999996,"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33",57.79,291,finfish,seanuts,unknown,NA,NA,NA,marine
