ref_info,seanuts_id2,notes,food_name_clean,species_name,length_from_study,weight_from_study,length_source,season,country_region,abs_lat,Mar_fresh,wild_farmed,subgroup,body_parts_included_excluded,included_excluded,protein_g,fat_g,X20,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,vit_a_IU,K_mg,mg_mg,tl,X32,latitude,slmax,isscaap_cat
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1991,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Thai Sarpunti,Barbonymus gonionotus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills<comma> operculum,excluded,18.4,4.4,NA,NA,NA,NA,NA,270,1.8,1.6,NA,240,29,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1992,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tilapia,Oreochromis niloticus,NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,19.5,2.0,NA,NA,NA,NA,NA,95,1.2,1.1,NA,280,26,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1993,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Majhari Tilapia,Oreochromis niloticus (juvenile),NA,NA,NA,July–September 2012,Mymensingh,23.81,freshwater,farmed,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,19.0,2.6,NA,NA,NA,NA,NA,120,1.4,1.6,NA,320,26,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1994,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Foli Chanda,Pampus argenteus,NA,NA,NA,July–September 2012,Khulna,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins,excluded,17.2,0.9,NA,NA,NA,NA,NA,31,0.66,0.34,NA,160,21,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1995,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Kata Phasa,Stolephorus tri,NA,NA,NA,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Viscera,excluded,17.6,2.1,NA,NA,NA,NA,NA,1500,3.1,1.6,NA,130,55,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1996,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Lal poa,Johnius argentatus,NA,NA,NA,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Viscera<comma> fins<comma> scales,excluded,18.1,2.4,NA,NA,NA,NA,NA,1900,2.1,1.7,NA,150,54,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1997,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Maita,Scomberomorus guttatus,NA,NA,NA,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,20.5,1.1,NA,NA,NA,NA,NA,34,0.7,0.49,NA,290,31,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1998,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Murbaila,Platycephalus indicus,NA,NA,NA,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,18.8,0.3,NA,NA,NA,NA,NA,150,0.79,1.7,NA,330,29,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1999,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Parse,Liza parsia,NA,NA,NA,July–September 2012,Khulna,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales<comma> gills,excluded,16.1,14.3,NA,1435,2.7,400.0,120.0,66,0.84,1.3,NA,270,23,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",2000,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tailla,Eleutheronema tetradactylum,NA,NA,NA,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,20.6,2.2,NA,NA,NA,NA,NA,37,0.9,0.6,NA,330,30,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",2001,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",Tular Dandi,Sillaginopsis panijus,NA,NA,NA,July–September 2012,Cox's Bazar,23.81,marine,wild,finfish,Bones<comma> viscera<comma> fins<comma> scales,excluded,19.3,0.6,NA,NA,NA,NA,NA,230,0.89,2.1,NA,240,30,NA,NA,NA,NA,NA
"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",2002,"this paper also contains depth and water temperature data, if we want it we can go back for it",NA,Mullus barbatus,20.6,110.0,NA,"May-June 2009, 2012","the Central Tyrrhenian Sea (CT), coastline between Anzio and Fiumicino (Lazio)",41.773541,marine,wild,finfish,"gutted, trimmed, beheaded",excluded,18.6,0.96,NA,253,316.0,61.2,166.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",2003,"this paper also contains depth and water temperature data, if we want it we can go back for it",NA,Mullus barbatus,17.9,76.49,NA,September - December 2009 and 2012,"the Central Tyrrhenian Sea (CT), coastline between Anzio and Fiumicino (Lazio)",41.773541,marine,wild,finfish,"gutted, trimmed, beheaded",excluded,18.5,7.28,NA,1055,1362.0,522.0,337.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",2004,"this paper also contains depth and water temperature data, if we want it we can go back for it",NA,Mullus barbatus,16.0,49.61,NA,"May-June 2009, 2012","Central Adriatic Sea (CA), coastline between Cattolica and Rimini (Emilia Romagna)",43.963318,marine,wild,finfish,"gutted, trimmed, beheaded",excluded,18.1,1.48,NA,298,383.0,67.4,202.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",2005,"this paper also contains depth and water temperature data, if we want it we can go back for it",NA,Mullus barbatus,15.9,53.75,NA,September - December 2009 and 2012,"Central Adriatic Sea (CA), coastline between Cattolica and Rimini (Emilia Romagna)",43.963318,marine,wild,finfish,"gutted, trimmed, beheaded",excluded,18.8,8.72,NA,1161,1540.0,537.0,430.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
