sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Labeo rohita,Labeo,rohita,56,"(Hamilton, 1822)",Roho labeo,Laroh_u5.jpg,NA,NA,NA,122,Labeoninae,8586,NA,fusiform / normal,O,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,5,NA,4832,NA,NA,NA,10.0,56,NA,NA,49.25,200.0,TL,NA,NA,9987,NA,NA,NA,NA,NA,45e3,NA,9987,LAROH_U1,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"from 100,000 to 500,000",NA,NA,NA,0,-1,0,0,0,0,0,0,-1,0,commercial,NA,12108,never/rarely,NA,never/rarely,NA,NA,-1,4832,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit rivers (Ref. 4832).  Are diurnal species and usually solitary.  They burrow occasionally.  Feed on plants.  Spawning season generally coincides with the southwest monsoon.  Spawning occurs in flooded rivers.  Fecundity varies from 226,000 to 2,794,000 depending upon the length and weight of the fish and weight of the ovary.  Widely introduced outside its native range for stocking reservoirs and aquaculture.  Utilized fresh (Ref. 9987).","<b>Scientific name</b>: <i>Labeo rohita</i> (Hamilton, 1822)
 <p>
<b>Common names</b>: English, Hindi and Punjabi - rohu;  Bengali-rui; Burmese- nga-myit-chin
 <p>
<b>History of use</b>: Distributed across the Indo-Gangetic floodplains of Bangladesh, India and Pakistan and also in the Irrawady and its tributaries in Myanmar.  <i>Labeo rohita</i> is the most highly valued of all carp species farmed using traditional or newly-developed aquaculture systems in the Indian subcontinent. It has been introduced to other areas of India beyond its natural range for aquaculture in ponds, and reservoirs (Jagannatham 1946; Thyagarajan and Chacko 1950) and also to the Godavari and Krishna rivers (David 1983). Because of its fast growth and high quality flesh, it has also been introduced to other countries, including the former USSR, Japan and the Philippines (Jhingran 1982).
 <p>
<b>Production statistics</b>:  There are no reliable statistics on production of rohu from aquaculture.
 <p>
<b>Where farmed</b>:  Region - South and Southeast Asia, FAO Area - 04, Asia, Inland.
 <p>
<b>Countries</b>:  Bangladesh, Cambodia, China, India, Indonesia, Laos, Malaysia, Mauritius, Myamar, Nepal, Sri Lanka, Thailand and Vietnam.
 <p>
<b>Climate and environmental tolerance</b>:  Tropics; hardy, thrives well below an altitude of 550 m at temperatures ranging from 16.8 - 37.0°C; minimum tolerable temperature 13.9°C; reproduces between 22-31.0°C; tolerates salinity levels of 5 ppt.
 <p>
<b>Current farming methods</b>: Originally, rohu seed for aquaculture were collected from floodplain rivers and or bred by simulating riverine conditions in special ponds called dry bundhs. Since 1957, induced breeding technology and large hatcheries have facilitated mass production of seed: for a review of methods, see Jhingran and Pullin (1988).
 <p>
The postlarvae are called renu, dhani or jeera in Bengali and are also  commonly called 'spawn'. After absorption of the yolk-sac, 3-day old postlarvae are ready for long-distance transport, rearing in nurseries or direct stocking in ponds prepared for aquaculture.   For example, beel nurseries, each measuring over 50 ha, are stocked with carp seed (including rohu) in Bangladesh.
 <p>
Rohu attain maturity when two to three years old (900 - 1,500 g) in India and spawn (only once a year in nature) during the south-west monsoon (July - August). However, the same females can be spawned two to three times in hatcheries, both before and after the monsoon, in addition to the normal spawning. The mature ovaries constitute about 10-20% of the body weight of the female.  A 1-kg female usually releases about 100,000 - 200,000 eggs.
 <p>
For induced spawning, two injections of crude carp pituitary gland extract (2-3 mg and 5 - 8 mg/kg body weight) are given to  females at an interval of 4-6 hrs,  as against only one (2-3 mg/kg) to males at the time of the second injection to the female. A female and two males in a running water spawning tank should then spawn within six hours.  If spawning has not taken place, the female is then stripped and the eggs fertilized with semen stripped from males.  The fertilized eggs hatch after 18-24 hrs, depending upon the water temperature. Optimum temperature for spawning and hatching is 28oC (Chaudhuri 1963).
 <p>
The postlarvae feed exclusively on zooplankton - rotifers and small cladocerans.  Nursery ponds (about 400 m2,  1m deep) are prepared by liming and fertilization with cow manure or poultry litter.  Prior to stocking, large copepods and various insects (especially notonectids) and their larvae are predators on the postlarvae and are eradicated from the nursery ponds with appropriate chemicals (Jhingran and Pullin 1988).  The postlarvae are given supplementary feed (a fine powder comprising a 50:50 mixture of groundnut or mustard oil cake and rice or wheat bran) daily at two, three and four times the weight of postlarvae stocked, increasing the amount at five-day intervals. Stocked at 5 million/ha, the postlarvae can grow to fry of about 25 mm in 15 days, with a survival of over 60%. The fry are then transferred to rearing ponds (800 - 1200m2, 1.5m deep) for raising to early (50-70 mm) or advanced (100-125 mm) fingerlings or to early juveniles (150 - 200 mm):  the stocking material for small or seasonal ponds, perennial ponds and reservoirs respectively.
 <p>
The feeding habits of rohu fry change when they have reached 25 mm in length.  Consumption of rotifers and cladocerans drops to about 10% and they start to feed on unicellular algae (15%) and decaying vegetation (55%), the latter increasing in proportion as they grow further. Fry of about 200 mg are stocked at 100,000 - 125,000/ha, usually as a combination of catla, rohu and mrigal. The proportion of rohu is about 30-35%.  <p> Supplementary feed (the 1:1 cake-bran mixture) is given to fry stocked in rearing ponds, at a daily rate equal to their body weight for the first month, followed by twice their body weight/day in the second and third months.
 <p>
Grow-out ponds (0.2 - 5.0 ha) are prepared by liming and fertilization. Predators and weeds are eliminated before stocking. Monoculture of rohu is not economical and a cheap, balanced diet for rohu  has yet to be produced commercially.  Rohu is usually grown in South Asia as 20 - 25% of polycultures that comprise three to six species of Indian major and Chinese carps, and in other countries with  various local species. Rohu is a midwater and marginal feeder, browsing on periphyton, decaying vegetation and debris. Experimental intensive aquaculture systems based on stocking  85% indigenous Indian carps with 10% silver carp and 5% grass carp have given annual production of 15 t/ha   (Tripathi et al. 1994).
 <p>
In Andhra Pradesh, India, over 100,000 ha of ricefields have been converted into fish ponds since the 1980's.  For  large ponds (1-4 ha, 1.5 - 3.0 m deep) the stocking density is around 10,000 fingerlings (>150 mm)/ha comprising rohu (70%), catla (20%) and mrigal (10%).  Even at this high density, rohu attains a weight of 1 kg in about an year. The fish are fed initially on rice bran alone and later on rice bran and oilcake (40:60).
 <p>
At least six intergeneric and five interspecific hybrids employing either male or female rohu have been produced experimentally (Khan and Jhingran 1975, Tripathi 1992). Hybrids of rohu with Chinese carps are short-lived, and the male common carp female rohu hybrid is sterile. The male catla x female rohu hybrid is fertile and combines the deep body of catla and the small head of rohu: characteristics preferred by some farmers.  Catla-rohu hybrids are also found in the seed produced from dry bundhs.
 <p>
<b>Processing and Marketing</b>:  Rohu is usually marketed at 1 kg or above; fresh or packed in ice and transported to distant markets. The fish from Andhra Pradesh are transported to Calcutta - a distance of about one thousand kilometers - from where they are airlifted to markets in Assam and the north-eastern states of India. The fish are also sold in Dhaka (Bangladesh).  Rohu has also been exported recently to Canada, the middle East and the U.K., though on a small scale, for Bengali citizens.
 <p>
<b>Likely future trends</b>: Rohu is likely to become an even more important aquaculture species in near future, once research on selective breeding of rohu in India lead to the availability of the seed of faster growing strains. With further studies on feed development, monoculture of rohu in cages, pens, running waters and closed recirculatory systems might be possible. Both fresh and processed rohu might then become significant commodities, with much wider markets.
 <p>
<b>References</b>: <p>
Chaudhuri, H. 1963. Induced spawning of Indian carps. Proc. Nat. Inst. Sci. India (B), 29:478-87.
 <p>
David, A. 1963. Studies on the fish and fisheries of the Godavari and Krishna river system. Part I. Proc. Nat. Acad. Sci. India (B) 33 : 263-286.
 <p>
Jagannatham, N. 1946. A note on the introduction of rohu and mrigal into Madras waters. Indian Farming, 7: 292-296.
 <p>
Jhingran, V.G. 1982. Fish and Fisheries of India. Hindustan Publishing Corporation (India), Delhi. 666p.
 <p>
Jhingran, V.G. and R.S.V. Pullin, 1988. A hatchery manual for the common,  Chinese and Indian major carps. ICLARM Studies and Reviews 11p. Asian Development Bank and ICLARM Manila, Philippines.  191 p.
 <p>
Khan, H.A. and V.G. Jhingran. 1975. Synopsis of biological data on rohu <i>Labeo rohita</i> (Hamilton, 1822). FAO Fish Synop 111. 100p.
 <p>
Thyagarajan, S.and P.I. Chacko, 1950. Introduction of rohu and mrigal from Orissa State to Madras State. Indian Com. J.: 1-4.
 <p>
Tripathi, S.D. 1992.  Three decades of research on carp hybridisation in India, p. 00 - 00.  <i>In</i> Symposium on Zoological Research in Relation to Man and Environment, 1 - 4 March, 1992.  Zoolical Society, Calcutta, India. 
 <p>
Tripathi, S.D., P.K. Arvindakshan, S. Ayyappan, J.K. Jena, H.K. Muduli, S. Chandra and K.C. Pani, 1994. A new high in carp polyculture : 15 tonnes per ha per year. <i>In</i> National Symposium on Aquacrops, 16-18 November 1994. Indian Fisheries Association and Central Institute of Fisheries Education (Abstracts): 1.
 <p>

S. D. Tripathi",0.5,0,2,1990-10-17T00:00:00.000Z,2,2012-05-08T00:00:00.000Z,18,1994-04-25T00:00:00.000Z,NA,82
Neolissochilus hexagonolepis,Neolissochilus,hexagonolepis,4832,"(McClelland, 1839)",Copper mahseer,Nehex_u5.jpg,NA,NA,NA,122,No subfamily,8616,NA,fusiform / normal,O,NA,"Genus Eschmeyer, pers. comm.",0,-1,0,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.07,120.0,TL,NA,NA,4537,NA,NA,NA,NA,NA,11e3,NA,4832,NA,NA,NA,NA,6351,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,-1,0,commercial,NA,4537,never/rarely,NA,never/rarely,NA,NA,-1,4537,harmless,NA,no special ability,NA,NA,-1,"Adults occur in fast flowing streams and rivers with rocky bottom (Ref. 41236), mainly in the middle of streams.  Omnivorous.  Adults feed mainly on filamentous green algae, lesser on chironomid larvae, crustaceans and water beetles (Ref. 40961).  They migrate upstream during the breeding season where spawning takes place on stones and gravel (Ref. 41864).  Spawning occur  from April to October with a peak in August to September.  Males mature at 9 cm.  Flesh is considered delicious and market demand is great.",NA,0.5,0,3,1994-08-08T00:00:00.000Z,2,2014-05-21T00:00:00.000Z,1,1996-09-25T00:00:00.000Z,NA,12125
Puntius sophore,Puntius,sophore,41236,"(Hamilton, 1822)",Pool barb,Pusop_u1.jpg,NA,NA,NA,122,Barbinae,3941,NA,fusiform / normal,O,NA,NA,0,-1,-1,0,benthopelagic,amphidromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.81,20.0,NG,NA,NA,94495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,-1,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit rivers, streams and ponds in plains and submontane regions (Ref. 41236).  Collected from a large river with high turbid monsoon flow and with diverse substrate consisting of sand, mud, gravel, pebble, cobble, and boulders (Ref. 85713).  A very plentiful shoaling fish.  They remain small in domestic aquaria and become mature at 7 to 8 cm (Ref. 4832).",NA,0.5,0,14,1994-05-12T00:00:00.000Z,2,2015-10-05T00:00:00.000Z,3,1994-08-10T00:00:00.000Z,NA,10137
Schizothorax richardsonii,Schizothorax,richardsonii,4832,"(Gray, 1832)",Snowtrout,Scric_u1.jpg,NA,NA,NA,122,Barbinae,1154,NA,fusiform / normal,O,NA,NA,0,-1,0,0,demersal,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.78,60.0,TL,NA,NA,4832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4832,commercial,unknown,NA,NA,NA,NA,hooks and lines,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,6351,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit mountain streams and rivers (Ref. 41236), preferring to live among rocks (Ref. 4832).  Are herbivores feeding mainly on algae, aquatic plants and detritus (Ref. 6351).  Mature individuals breed during April and May (Ref. 4832).  The flesh of this species is much relished (Ref. 4832).",NA,0.5,0,1,1994-01-08T00:00:00.000Z,2,2012-05-09T00:00:00.000Z,1,1996-09-26T00:00:00.000Z,NA,8705
Tor putitora,Tor,putitora,4832,"(Hamilton, 1822)",Putitor mahseer,Topro_u0.jpg,NA,NA,NA,122,No subfamily,2675,NA,fusiform / normal,O,NA,NA,0,-1,0,0,benthopelagic,potamodromous,51243,0,NA,56197,0,1,56197,NA,NA,NA,NA,81.89,275.0,TL,NA,NA,6695,183.0,TL,NA,NA,6694,54e3,NA,1479,TOPUT_U0,NA,NA,NA,4832,commercial,unknown,NA,NA,NA,NA,hooks and lines,NA,0,0,0,0,0,0,0,0,0,0,commercial,NA,4537,NA,NA,public aquariums,NA,56182,-1,4832,harmless,NA,no special ability,NA,NA,-1,"Inhabit streams, riverine pools and lakes.  Found in rapid streams with rocky bottom (Ref. 41236).  Omnivorous, feeding on fish, zooplankton, dipteran larvae and plant matter (Ref. 40948).  Juveniles subsist on plankton while fingerlings feed mainly on algae (Ref. 40948).  Ascend streams to breed over gravel and stones and returns to perennial ponds after breeding.  The most common Himalayan mahseer and a very attractive sport fish, with excellent food value.  Specimens over 30 cm and 5 kg in weight are rarely caught in recent times (Ref. 41236).  Threatened due to over harvesting and habitat loss (Ref. 58490).",NA,0.5,0,3,1994-03-10T00:00:00.000Z,393,2010-04-06T00:00:00.000Z,3,1994-08-11T00:00:00.000Z,NA,9194
Eleotris fusca,Eleotris,fusca,6802,"(Forster, 1801)",Dusky sleeper,Elfus_u1.jpg,NA,NA,NA,404,Eleotrinae,5744,NA,elongated,R,NA,NA,0,-1,-1,-1,demersal,amphidromous,51243,0,5,86942,NA,NA,NA,NA,NA,NA,NA,31.34,26.0,TL,NA,NA,5493,NA,NA,NA,NA,NA,NA,NA,NA,ELFUS_U0,NA,NA,NA,NA,minor commercial,unknown,NA,NA,,NA,,,-1,0,0,0,0,-1,0,0,0,-1,never/rarely,,NA,never/rarely,NA,commercial,,6028,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit lagoons, estuaries and freshwater (Ref. 6028, 48637, 79840).  They occur in the lower reaches of freshwater streams, usually on mud bottoms (Ref. 44894).  Juveniles are found mainly among mangrove roots in the more saline areas of lagoons and estuaries (Ref. 6028, 79840).  Carnivorous (Ref. 79840).  Marketed fresh (Ref. 12693).",NA,0.5,0,34,1993-05-14T00:00:00.000Z,2291,2015-06-05T00:00:00.000Z,34,1994-07-11T00:00:00.000Z,NA,8034
Stolephorus tri,Stolephorus,tri,9822,"(Bleeker, 1852)",Spined anchovy,Sttri_u0.gif,NA,NA,NA,454,Engraulinae,6287,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,pelagic-neritic,amphidromous,51243,0,50,189,NA,NA,NA,NA,NA,NA,NA,13.37,9.5,SL,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,STTRI_U0,NA,NA,NA,171,subsistence fisheries,low,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,NA,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,A schooling species found in coastal waters.  Adults frequently visit the lower reaches of  mangroves where neritic conditions are present (Ref. 43081).  More specimens and data needed.,NA,0.5,0,3,1990-10-17T00:00:00.000Z,303,2013-07-15T00:00:00.000Z,3,1994-07-12T00:00:00.000Z,NA,577
Stolephorus waitei,Stolephorus,waitei,9822,"Jordan & Seale, 1926",Spotty-face anchovy,Stwai_u0.jpg,NA,NA,NA,454,Engraulinae,6287,NA,elongated,R,NA,NA,0,-1,-1,-1,pelagic-neritic,oceanodromous,51243,0,50,189,NA,NA,NA,NA,NA,NA,NA,42.06,9.4,SL,NA,NA,189,6.5,SL,NA,NA,189,NA,NA,NA,STWAI_U0,NA,NA,NA,9615,commercial,low,Questionable: based on ex-vessel price for species in this genus,NA,NA,"Included in <i>Stolephorus</i> catch, 270000t",NA,NA,-1,0,0,-1,0,-1,0,0,0,0,never/rarely,NA,NA,NA,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"A pelagic, schooling species found in coastal waters.  Caught mainly with seines (beach and purse), traps often using light, incidentally with bottom trawls.  Marketed fresh, dried, dried-salted or made into fish meal, fish sauce fish balls and used as bait (Ref. 9822).",NA,0.5,0,3,1990-10-17T00:00:00.000Z,14,2014-09-23T00:00:00.000Z,3,1994-07-12T00:00:00.000Z,NA,578
Esox lucius,Esox,lucius,26373,"Linnaeus, 1758",Northern pike,Esluc_u9.jpg,NA,NA,NA,74,NA,3435,NA,elongated,O,NA,NA,0,-1,-1,0,demersal,potamodromous,NA,0,30,1998,1,5,1998,30.0,556,10.0,72462,85.4,137.0,FL,150.0,TL,40637,40.0,TL,55.0,TL,556,28350.0,35e3,40637,ESLUC_U5,NA,NA,NA,4931,highly commercial,unknown,NA,NA,"from 10,000 to 50,000",NA,seines,NA,0,0,0,-1,0,-1,0,0,-1,-1,commercial,NA,26920,never/rarely,NA,public aquariums,based mainly on capture,12253,-1,4699,potential pest,NA,no special ability,NA,NA,-1,"Occurs in clear vegetated lakes, quiet pools and backwaters of creeks and small to large rivers (Ref. 5723).  Usually solitary and highly territorial.  Enters brackish water in the Baltic.  Adults feed mainly on fishes, but at times feed heavily on frogs and crayfish (Ref. 27547).  Cannibalism is common.  In arctic lakes, it is sometimes the only species present in a given water body.  In such cases, juveniles feed on invertebrates and terrestrial vertebrates; large individuals are mainly cannibals (Ref. 59043). Cannibalistic as juveniles (Ref. 30578).  Feces of pike are avoided by other fish because they contain alarm pheromones.  Deposits feces at specific locations, distant from its foraging area (Ref. 59043).  Eggs and young are preyed upon by fishes, aquatic insect larvae, birds, and aquatic mammals (Ref. 1998).  Does not generally undertake long migrations, but a few may move considerable distances (Ref. 27547).  Oviparous (Ref. 205). This fish can be heavily infested with parasites, including the broad tapeworm which, if not killed by thorough cooking, can infect human; is used as an intermediate host by a cestode parasite which results to large losses in usable catches of lake whitefish (<i>Coregonus clupeaformis</i>) in some areas; also suffers from a trematode which causes unsightly cysts on the skin (Ref. 9988).  Excellent food fish; utilized fresh and frozen; eaten pan-fried, broiled, and baked (Ref. 9988).  Valuable game fish (Ref. 5723).  In spite of numerous attempts to culture this species, it was never entirely domesticated and does not accept artificial food (Ref. 30578).  Locally impacted by habitat alterations (Ref. 59043).",NA,0.5157,0,2,1990-10-17T00:00:00.000Z,10,2012-06-25T00:00:00.000Z,97,2003-01-14T00:00:00.000Z,NA,258
Glossogobius giuris,Glossogobius,giuris,4343,"(Hamilton, 1822)",Tank goby,Glgiu_u4.jpg,NA,NA,NA,405,Gobiinae,7020,NA,fusiform / normal,R,NA,NA,0,-1,-1,-1,benthopelagic,amphidromous,51243,0,5,86942,NA,NA,NA,NA,NA,NA,NA,26.38,50.0,SL,NA,NA,4967,11.3,SL,NA,NA,35840,NA,NA,NA,GLGIU_U1,NA,NA,NA,4833,minor commercial,very high,Very questionable: based on ex-vessel price for species in this family,Food fish.,,India,,,-1,0,0,-1,-1,-1,0,0,-1,0,commercial,,40297,never/rarely,NA,commercial,based mainly on capture,2059,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found mainly in freshwater and estuaries, but also enter the sea (Ref. 4833).  Also occur in canals, ditches and ponds (Ref.  12693).  Found in clear to turbid streams with rock, gravel or sand bottoms (Ref. 2847).  Encountered in medium to large-sized rivers of the lower Mekong (Ref. 12975).  Feed on small insects, crustaceans and small fish.  Grow to a much larger size in brackish water than in fresh water.  Marketed fresh (Ref. 12693).  Cannibalism is relatively common for this species (Ref. 48660).",NA,0.5,0,3,1991-12-19T00:00:00.000Z,2291,2015-06-08T00:00:00.000Z,113,1997-02-21T00:00:00.000Z,NA,4833
Hyporhamphus limbatus,Hyporhamphus,limbatus,10943,"(Valenciennes, 1847)",Congaturi halfbeak,Hylim_u2.jpg,NA,NA,NA,475,NA,2029,NA,elongated,r,NA,NA,0,-1,-1,-1,pelagic-neritic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.52,35.0,TL,NA,NA,85009,13.0,SL,NA,NA,9843,NA,NA,NA,HYLIM_U0,NA,NA,NA,6041,minor commercial,unknown,NA,Along the Indian coasts.,NA,NA,castnets,NA,-1,0,-1,0,0,0,0,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Coastal species.  Found at surface levels of tidal freshwaters and brackish estuaries (Ref. 12693).  Encountered in the Mekong as far upstream as Stung Treng and also found in the Great Lake, Cambodia (Ref. 12693).  Feed mainly on insects (Ref. 12693, 33813).  Marketed fresh and dried salted.",NA,0.5,0,34,1993-08-24T00:00:00.000Z,65,2014-02-27T00:00:00.000Z,10,2001-08-11T00:00:00.000Z,NA,8313
Heteropneustes fossilis,Heteropneustes,fossilis,4833,"(Bloch, 1794)",Stinging catfish,Hefos_u5.jpg,NA,NA,NA,140,NA,2847,NA,elongated,O,NA,NA,0,-1,-1,0,demersal,NA,NA,NA,1,105091,NA,NA,NA,NA,NA,17.5,72462,16.46,30.0,TL,NA,NA,6028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4833,highly commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,-1,0,0,0,0,0,0,0,commercial,NA,4537,never/rarely,NA,commercial,NA,6028,0,NA,traumatogenic,4716,no special ability,NA,NA,-1,"Adults found mainly in ponds, ditches, swamps and marshes, but sometimes occur in muddy rivers.  Can tolerate slightly brackish water.  Omnivorous.  Breed in confined waters during the monsoon months, but can breed in ponds, derelict ponds and ditches when sufficient rain-water accumulates.  Oviparous, distinct pairing possibly like other members of the same family (Ref. 205).  In great demand due to its medicinal value. Venomous fish, from its pectoral spines (Ref. 94495).",NA,0.5625,0,2,1992-01-22T00:00:00.000Z,393,2015-12-09T00:00:00.000Z,2,1994-08-05T00:00:00.000Z,NA,4885
Lates calcarifer,Lates,calcarifer,9799,"(Bloch, 1790)",Barramundi,Lacal_u3.jpg,NA,NA,NA,631,NA,944,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,demersal,catadromous,51243,10,40,7261,NA,NA,NA,NA,NA,NA,NA,68.5,200.0,TL,NA,NA,7050,150.0,NG,NA,NA,9799,6e4,NA,28138,LACAL_U1,NA,NA,NA,9799,highly commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 10,000 to 50,000",NA,gillnets,NA,-1,-1,0,-1,0,-1,0,0,-1,-1,commercial,life cycle closed in commercial culture,12108,never/rarely,NA,public aquariums,based mainly on capture,9987,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Found in coastal waters, estuaries and lagoons, in clear to turbid water (Ref. 5259, 44894).  A diadromous fish, inhabiting rivers before returning to the estuaries to spawn.  A protandrous hermaphrodite (Ref. 32209).  Larvae and young juveniles live in brackish temporary swamps associated with estuaries, and older juveniles inhabit the upper reaches of rivers (Ref. 6390, 44894).  Have preference for cover on undercut banks, submerged logs and overhanging vegetation (Ref. 44894).  Feed on fishes and crustaceans.  They reach 1500-3000 g in one year in ponds under optimum conditions (Ref. 11046, 44894).  Juveniles also eat insects (Ref. 44894).  Sold fresh and frozen; consumed steamed, pan-fried, broiled and baked (Ref. 9987).  A very popular and sought-after fish of very considerable economic importance (Ref. 9799).  Presently used for aquaculture in Thailand, Indonesia and Australia (Ref. 9799).  Australia's most important commercial fish and one of the most popular angling species (Ref. 44894).",NA,0.5006,0,2,1990-10-17T00:00:00.000Z,2,2006-09-06T00:00:00.000Z,1,2006-01-16T00:00:00.000Z,NA,346
Lophius piscatorius,Lophius,piscatorius,4712,"Linnaeus, 1758",Angler,Lopis_u9.jpg,NA,NA,NA,190,NA,2156,NA,short and / or deep,R,NA,NA,0,0,0,-1,bathydemersal,NA,NA,20,1000,6302,NA,NA,NA,24.0,46508,NA,NA,71.61,200.0,SL,NA,NA,4712,100.0,SL,NA,NA,4712,57700.0,NA,40637,LOPIS_U1,NA,LOPIS_L0,NA,4931,highly commercial,high,Reliable: based on ex-vessel price for this species,NA,"from 50,000 to 100,000","France, Spain and UK (Ref. 9988)",seines,NA,0,0,0,0,0,-1,0,0,0,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Occurs on sandy and muddy bottoms from the coast (below 20 m, Ref. 12382) down to depths of 1,000 m.  May also be found on rocky bottoms (Ref. 12382).  It lies half-buried in the sediment waiting for its prey.  It attracts prey by means of its fishing filament (Ref. 5377).  Feeds mainly on fishes, occasionally sea-birds.  Marketed fresh and frozen; eaten steamed, sautéed, broiled, boiled, fried, microwaved and baked (Ref. 9988).  It is a well-studied species in Europe and is sold without the skin and the head under the name 'queue de Lotte' (Ref. 5377).  Does not adapt well in home aquariums due to its large size (Ref. 12382).",NA,0.5078,0,2,1990-10-17T00:00:00.000Z,303,2011-03-15T00:00:00.000Z,18,1994-08-26T00:00:00.000Z,NA,716
Macrognathus aculeatus,Macrognathus,aculeatus,2091,"(Bloch, 1786)",Lesser spiny eel,Maacu_u0.gif,NA,NA,NA,432,NA,2842,NA,eel-like,R,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.53,38.0,TL,NA,NA,2073,NA,NA,NA,NA,NA,NA,NA,NA,MAACU_U0,NA,NA,NA,9496,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,based mainly on capture,1672,0,NA,harmless,NA,no special ability,NA,NA,-1,Adults occur in medium to large-sized rivers (Ref. 12975).  Found in lowland wetlands and peats.  Uncommonly seen in aquarium trades (Ref. 57235).,NA,0.5,0,2,1992-03-03T00:00:00.000Z,2,2012-05-17T00:00:00.000Z,NA,NA,NA,5152
