SpecCode,Species,AutoCtr,StockCode,PopQBRefNo,PopQB,MaintQB,Winf,FoodType,K,Salinity,t0,Temperature,Mortality,Locality,b,C_Code,QBRemarks,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS
101,Alosa alosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,Anabas testudineus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,Anabas testudineus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,Anabas testudineus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,Anabas testudineus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501,Anarhichas lupus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501,Anarhichas lupus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501,Anarhichas lupus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,Anguilla rostrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,Anoplopoma fimbria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,Aphanopus carbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,Aphanopus carbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,Ariomma bondi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,Ariomma bondi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,Atheresthes stomias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,Atherina boyeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,Atherina boyeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6519,Bagrus docmak,160,6840,2939,22.100000381469727,16.299999237060547,6650,zoobenthos,0.17000000178813932,freshwater,-0.7300000190734862,25.5,0.40000000596046453,Lake Victoria,3,834,TL inf: 90.0 cm; W = 0.0168L^3^; A: 1.44; D: 0.303; P: 0.427 (Ref. 013343).,34,1992-11-11 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
6519,Bagrus docmak,160,6840,2939,22.100000381469727,16.299999237060547,6650,zoobenthos,0.17000000178813932,freshwater,-0.7300000190734862,25.5,0.40000000596046453,Lake Victoria,3,834,TL inf: 90.0 cm; W = 0.0168L^3^; A: 1.44; D: 0.303; P: 0.427 (Ref. 013343).,34,1992-11-11 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
6519,Bagrus docmak,160,6840,2939,22.100000381469727,16.299999237060547,6650,zoobenthos,0.17000000178813932,freshwater,-0.7300000190734862,25.5,0.40000000596046453,Lake Victoria,3,834,TL inf: 90.0 cm; W = 0.0168L^3^; A: 1.44; D: 0.303; P: 0.427 (Ref. 013343).,34,1992-11-11 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
7327,Balistes capriscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Belone belone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,Boops boops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,Boops boops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,Boops boops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,Bothus podas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,Caranx crysos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,Caranx crysos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,Carcharhinus limbatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,Centrophorus squamosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,Centroscyllium fabricii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,Centroscymnus coelolepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,Channa striata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,Channa striata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,Channa striata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,Channa striata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,Chelidonichthys lucerna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,Chelidonichthys lucerna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,Chelidonichthys lucerna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,Chelidonichthys lucerna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2499,Chelon labrosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3054,Clarias batrachus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,Clarias gariepinus,117,2130,2939,1.3200000524520874,0.87800002098083485,21887,zoobenthos,0.08399999886751176,freshwater,-1.2999999523162842,25,0.21999999880790713,Africa,2.380000114440918,NA,TL inf: 157.0 cm; W = 0.13L^2.38^; A: 1.26; D: 0.256; P: 0.477 (Ref. 013343). Mean estimate for an African population.,21,1992-11-09 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
1934,Clarias gariepinus,118,2130,2939,1.7300000190734863,1.1599999666213987,6074,zoobenthos,0.14200000464916226,freshwater,0.8899999856948851,22.5,0.335999995470047,Lake Malawi,3.119999885559082,454,TL inf: 90.3; W = 0.004773L^3.122^; A: 1.26; D: 0.247; P: 0.421 (Ref. 013343).,21,1992-11-09 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
1934,Clarias gariepinus,117,2130,2939,1.3200000524520874,0.87800002098083485,21887,zoobenthos,0.08399999886751176,freshwater,-1.2999999523162842,25,0.21999999880790713,Africa,2.380000114440918,NA,TL inf: 157.0 cm; W = 0.13L^2.38^; A: 1.26; D: 0.256; P: 0.477 (Ref. 013343). Mean estimate for an African population.,21,1992-11-09 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
1934,Clarias gariepinus,118,2130,2939,1.7300000190734863,1.1599999666213987,6074,zoobenthos,0.14200000464916226,freshwater,0.8899999856948851,22.5,0.335999995470047,Lake Malawi,3.119999885559082,454,TL inf: 90.3; W = 0.004773L^3.122^; A: 1.26; D: 0.247; P: 0.421 (Ref. 013343).,21,1992-11-09 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
1934,Clarias gariepinus,117,2130,2939,1.3200000524520874,0.87800002098083485,21887,zoobenthos,0.08399999886751176,freshwater,-1.2999999523162842,25,0.21999999880790713,Africa,2.380000114440918,NA,TL inf: 157.0 cm; W = 0.13L^2.38^; A: 1.26; D: 0.256; P: 0.477 (Ref. 013343). Mean estimate for an African population.,21,1992-11-09 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
1934,Clarias gariepinus,118,2130,2939,1.7300000190734863,1.1599999666213987,6074,zoobenthos,0.14200000464916226,freshwater,0.8899999856948851,22.5,0.335999995470047,Lake Malawi,3.119999885559082,454,TL inf: 90.3; W = 0.004773L^3.122^; A: 1.26; D: 0.247; P: 0.421 (Ref. 013343).,21,1992-11-09 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
1934,Clarias gariepinus,117,2130,2939,1.3200000524520874,0.87800002098083485,21887,zoobenthos,0.08399999886751176,freshwater,-1.2999999523162842,25,0.21999999880790713,Africa,2.380000114440918,NA,TL inf: 157.0 cm; W = 0.13L^2.38^; A: 1.26; D: 0.256; P: 0.477 (Ref. 013343). Mean estimate for an African population.,21,1992-11-09 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
1934,Clarias gariepinus,118,2130,2939,1.7300000190734863,1.1599999666213987,6074,zoobenthos,0.14200000464916226,freshwater,0.8899999856948851,22.5,0.335999995470047,Lake Malawi,3.119999885559082,454,TL inf: 90.3; W = 0.004773L^3.122^; A: 1.26; D: 0.247; P: 0.421 (Ref. 013343).,21,1992-11-09 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
4805,Clarias macrocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4805,Clarias macrocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4805,Clarias macrocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,Coregonus clupeaformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,Coregonus clupeaformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,Coregonus clupeaformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Coregonus lavaretus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Coregonus lavaretus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Coregonus lavaretus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Cyclopterus lumpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Cyclopterus lumpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Cyclopterus lumpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,Cyprinus carpio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,Cyprinus carpio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,Cyprinus carpio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,Cyprinus carpio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Dasyatis sabina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Dasyatis sabina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
994,Decapterus punctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
994,Decapterus punctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,Dentex dentex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Dicentrarchus labrax,28,73,2939,1.5199999809265137,1.2599999904632568,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,Marseille,3.079999923706055,250,TL inf: 68.0 cm; W = 0.00908LS^3.14^; A: 1.76; D: 0.448; P: 0.635 (Ref. 013343).,34,1997-09-24 00:00:00,NA,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,29,73,2939,10.199999809265137,8.960000038146973,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,"Thau Lagoon, S<e8>te",3.079999923706055,250,TL inf: 68.0 cm; A: 1.76; D; 0.448; P; 0.635 (Ref. 013343).,21,1992-11-10 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,28,73,2939,1.5199999809265137,1.2599999904632568,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,Marseille,3.079999923706055,250,TL inf: 68.0 cm; W = 0.00908LS^3.14^; A: 1.76; D: 0.448; P: 0.635 (Ref. 013343).,34,1997-09-24 00:00:00,NA,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,29,73,2939,10.199999809265137,8.960000038146973,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,"Thau Lagoon, S<e8>te",3.079999923706055,250,TL inf: 68.0 cm; A: 1.76; D; 0.448; P; 0.635 (Ref. 013343).,21,1992-11-10 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,28,73,2939,1.5199999809265137,1.2599999904632568,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,Marseille,3.079999923706055,250,TL inf: 68.0 cm; W = 0.00908LS^3.14^; A: 1.76; D: 0.448; P: 0.635 (Ref. 013343).,34,1997-09-24 00:00:00,NA,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,29,73,2939,10.199999809265137,8.960000038146973,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,"Thau Lagoon, S<e8>te",3.079999923706055,250,TL inf: 68.0 cm; A: 1.76; D; 0.448; P; 0.635 (Ref. 013343).,21,1992-11-10 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,28,73,2939,1.5199999809265137,1.2599999904632568,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,Marseille,3.079999923706055,250,TL inf: 68.0 cm; W = 0.00908LS^3.14^; A: 1.76; D: 0.448; P: 0.635 (Ref. 013343).,34,1997-09-24 00:00:00,NA,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,29,73,2939,10.199999809265137,8.960000038146973,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,"Thau Lagoon, S<e8>te",3.079999923706055,250,TL inf: 68.0 cm; A: 1.76; D; 0.448; P; 0.635 (Ref. 013343).,21,1992-11-10 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,28,73,2939,1.5199999809265137,1.2599999904632568,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,Marseille,3.079999923706055,250,TL inf: 68.0 cm; W = 0.00908LS^3.14^; A: 1.76; D: 0.448; P: 0.635 (Ref. 013343).,34,1997-09-24 00:00:00,NA,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,29,73,2939,10.199999809265137,8.960000038146973,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,"Thau Lagoon, S<e8>te",3.079999923706055,250,TL inf: 68.0 cm; A: 1.76; D; 0.448; P; 0.635 (Ref. 013343).,21,1992-11-10 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,28,73,2939,1.5199999809265137,1.2599999904632568,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,Marseille,3.079999923706055,250,TL inf: 68.0 cm; W = 0.00908LS^3.14^; A: 1.76; D: 0.448; P: 0.635 (Ref. 013343).,34,1997-09-24 00:00:00,NA,1998-07-01 00:00:00,NA,NA,NA
63,Dicentrarchus labrax,29,73,2939,10.199999809265137,8.960000038146973,3067,nekton,0.23000000417232516,brackish,-0.5799999833106994,15,0.1599999964237213,"Thau Lagoon, S<e8>te",3.079999923706055,250,TL inf: 68.0 cm; A: 1.76; D; 0.448; P; 0.635 (Ref. 013343).,21,1992-11-10 00:00:00,34,1998-07-01 00:00:00,NA,NA,NA
1752,Diplodus annularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1749,Diplodus puntazzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1749,Diplodus puntazzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1749,Diplodus puntazzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,Diplodus vulgaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Engraulis encrasicolus,30,76,2011,9.125,NA,28,zooplankton,1.149999976158142,seawater,-0.17000000178813932,15,1.7999999523162842,Black Sea,3,NA,The rate of food intake estimated to be 1.88% of dry body mass per day (Ref. 42649).,21,1992-08-27 00:00:00,309,2002-08-15 00:00:00,NA,NA,NA
66,Engraulis encrasicolus,30,76,2011,9.125,NA,28,zooplankton,1.149999976158142,seawater,-0.17000000178813932,15,1.7999999523162842,Black Sea,3,NA,The rate of food intake estimated to be 1.88% of dry body mass per day (Ref. 42649).,21,1992-08-27 00:00:00,309,2002-08-15 00:00:00,NA,NA,NA
66,Engraulis encrasicolus,30,76,2011,9.125,NA,28,zooplankton,1.149999976158142,seawater,-0.17000000178813932,15,1.7999999523162842,Black Sea,3,NA,The rate of food intake estimated to be 1.88% of dry body mass per day (Ref. 42649).,21,1992-08-27 00:00:00,309,2002-08-15 00:00:00,NA,NA,NA
66,Engraulis encrasicolus,30,76,2011,9.125,NA,28,zooplankton,1.149999976158142,seawater,-0.17000000178813932,15,1.7999999523162842,Black Sea,3,NA,The rate of food intake estimated to be 1.88% of dry body mass per day (Ref. 42649).,21,1992-08-27 00:00:00,309,2002-08-15 00:00:00,NA,NA,NA
66,Engraulis encrasicolus,30,76,2011,9.125,NA,28,zooplankton,1.149999976158142,seawater,-0.17000000178813932,15,1.7999999523162842,Black Sea,3,NA,The rate of food intake estimated to be 1.88% of dry body mass per day (Ref. 42649).,21,1992-08-27 00:00:00,309,2002-08-15 00:00:00,NA,NA,NA
