"run","species_no","sample_id","min_percentage","grams_required"
"1",3,"117",0.0110556,9045.23
"1",3,"118",0.0105,9523.81
"1",3,"119",0.00877778,11392.4
"1",3,"12",0.00837963,11933.7
"1",3,"120",0.011,9090.91
"1",3,"13",0.0106019,9432.31
"1",3,"14",0.00887963,11261.7
"1",3,"15",0.00832407,12013.3
"1",3,"16",0.0139074,7190.41
"1",3,"17",0.0142685,7008.44
"1",3,"18",0.00862963,11588
"1",3,"19",0.0108519,9215.02
"1",3,"2",0.024714,4046.3
"1",3,"20",0.00912963,10953.3
"1",3,"21",0.00857407,11663.1
"1",3,"22",0.0199074,5023.26
"1",3,"23",0.0142685,7008.44
"1",3,"24",0.0164907,6064.01
"1",3,"25",0.0147685,6771.16
"1",3,"26",0.014213,7035.83
"1",3,"27",0.0146296,6835.44
"1",3,"28",0.0168519,5934.07
"1",3,"29",0.0151296,6609.55
"1",3,"3",0.0303528,3294.58
"1",3,"30",0.0145741,6861.5
"1",3,"31",0.011213,8918.25
"1",3,"32",0.00949074,10536.6
"1",3,"33",0.00893519,11191.7
"1",3,"34",0.011713,8537.55
"1",3,"35",0.0111574,8962.66
"1",3,"36",0.00943519,10598.6
"1",3,"37",0.0234454,4265.22
"1",3,"38",0.0290843,3438.28
"1",3,"39",0.0294454,3396.11
"1",3,"4",0.030714,3255.85
"1",3,"40",0.0238065,4200.53
"1",3,"41",0.0260288,3841.9
"1",3,"42",0.0243065,4114.12
"1",3,"43",0.023751,4210.35
"1",3,"44",0.0293343,3408.98
"1",3,"45",0.0296954,3367.52
"1",3,"46",0.0240565,4156.87
"1",3,"47",0.0262788,3805.35
"1",3,"48",0.0245565,4072.23
"1",3,"49",0.024001,4166.49
"1",3,"5",0.0250751,3988.03
"1",3,"50",0.0353343,2830.11
"1",3,"51",0.0296954,3367.52
"1",3,"52",0.0319177,3133.06
"1",3,"53",0.0301954,3311.76
"1",3,"54",0.0296399,3373.83
"1",3,"55",0.0300565,3327.06
"1",3,"56",0.0322788,3098.01
"1",3,"57",0.0305565,3272.62
"1",3,"58",0.030001,3333.22
"1",3,"59",0.0266399,3753.77
"1",3,"6",0.0272973,3663.37
"1",3,"60",0.0249177,4013.22
"1",3,"61",0.0243621,4104.74
"1",3,"62",0.0271399,3684.61
"1",3,"63",0.0265843,3761.62
"1",3,"64",0.0248621,4022.19
"1",3,"65",0.0126389,7912.09
"1",3,"66",0.013,7692.31
"1",3,"67",0.00736111,13584.9
"1",3,"68",0.00958333,10434.8
"1",3,"69",0.00759259,13170.7
"1",3,"7",0.0255751,3910.06
"1",3,"70",0.00730556,13688.2
"1",3,"71",0.0186389,5365.13
"1",3,"72",0.013,7692.31
"1",3,"73",0.0152222,6569.34
"1",3,"74",0.0135,7407.41
"1",3,"75",0.0129444,7725.32
"1",3,"76",0.0133611,7484.41
"1",3,"77",0.0155833,6417.11
"1",3,"78",0.0138611,7214.43
"1",3,"79",0.0133056,7515.66
"1",3,"8",0.0250195,3996.88
"1",3,"80",0.00994444,10055.9
"1",3,"81",0.00822222,12162.2
"1",3,"82",0.00766667,13043.5
"1",3,"83",0.0104444,9574.47
"1",3,"84",0.00988889,10112.4
"1",3,"85",0.00816667,12244.9
"1",3,"86",0.0188889,5294.12
"1",3,"87",0.01325,7547.17
"1",3,"88",0.0154722,6463.2
"1",3,"89",0.01375,7272.73
"1",3,"9",0.00783951,12755.9
"1",3,"90",0.0131944,7578.95
"1",3,"91",0.0136111,7346.94
"1",3,"92",0.0158333,6315.79
"1",3,"93",0.0141111,7086.61
"1",3,"94",0.0135556,7377.05
"1",3,"95",0.0101944,9809.26
"1",3,"96",0.00847222,11803.3
"1",3,"97",0.00791667,12631.6
"1",3,"98",0.0106944,9350.65
"1",3,"99",0.0101389,9863.01
"1",4,"1",0.0201605,4960.2
"1",4,"10",0.0206188,4849.94
"1",4,"100",0.0216049,4628.58
"1",4,"101",0.0203132,4922.9
"1",4,"102",0.0198966,5025.99
"1",4,"103",0.0219799,4549.61
"1",4,"104",0.0215632,4637.52
"1",4,"105",0.0202716,4933.02
"1",4,"106",0.0283132,3531.92
"1",4,"107",0.0240841,4152.12
"1",4,"108",0.0257507,3883.38
"1",4,"109",0.0244591,4088.46
"1",4,"11",0.0222855,4487.23
"1",4,"110",0.0240424,4159.32
"1",4,"111",0.0243549,4105.95
"1",4,"112",0.0260216,3842.96
"1",4,"113",0.0247299,4043.69
"1",4,"114",0.0243132,4112.98
"1",4,"115",0.0217924,4588.75
"1",4,"116",0.0205007,4877.87
"1",4,"117",0.0200841,4979.07
"1",4,"118",0.0221674,4511.13
"1",4,"119",0.0217507,4597.54
"1",4,"12",0.0209938,4763.31
"1",4,"120",0.0204591,4887.81
"1",4,"121",0.0285841,3498.45
"1",4,"122",0.0302507,3305.7
"1",4,"123",0.0289591,3453.15
"1",4,"124",0.0285424,3503.56
"1",4,"125",0.0260216,3842.96
"1",4,"126",0.0247299,4043.69
"1",4,"127",0.0243132,4112.98
"1",4,"128",0.0263966,3788.37
"1",4,"129",0.0259799,3849.13
"1",4,"13",0.0205771,4859.76
"1",4,"130",0.0246882,4050.51
"1",4,"131",0.0262924,3803.38
"1",4,"132",0.0250007,3999.88
"1",4,"133",0.0245841,4067.67
"1",4,"134",0.0266674,3749.9
"1",4,"135",0.0262507,3809.42
"1",4,"136",0.0249591,4006.56
"1",4,"137",0.0224382,4456.68
"1",4,"138",0.0220216,4541
"1",4,"139",0.0207299,4823.95
"1",4,"14",0.0290771,3439.13
"1",4,"140",0.0223966,4464.97
"1",4,"141",0.0157917,6332.45
"1",4,"142",0.0115625,8648.65
"1",4,"143",0.0132292,7559.06
"1",4,"144",0.0119375,8376.96
"1",4,"145",0.0115208,8679.93
"1",4,"146",0.0118333,8450.7
"1",4,"147",0.0135,7407.41
"1",4,"148",0.0122083,8191.13
"1",4,"149",0.0117917,8480.57
"1",4,"15",0.024848,4024.47
"1",4,"150",0.00927083,10786.5
"1",4,"151",0.00797917,12532.6
"1",4,"152",0.0075625,13223.1
"1",4,"153",0.00964583,10367.2
"1",4,"154",0.00922917,10835.2
"1",4,"155",0.0079375,12598.4
"1",4,"156",0.0160625,6225.68
"1",4,"157",0.0177292,5640.42
"1",4,"158",0.0164375,6083.65
"1",4,"159",0.0160208,6241.87
"1",4,"16",0.0265146,3771.5
"1",4,"160",0.0135,7407.41
"1",4,"161",0.0122083,8191.13
"1",4,"162",0.0117917,8480.57
"1",4,"163",0.013875,7207.21
"1",4,"164",0.0134583,7430.34
"1",4,"165",0.0121667,8219.18
"1",4,"166",0.0137708,7261.72
"1",4,"167",0.0124792,8013.36
"1",4,"168",0.0120625,8290.16
"1",4,"169",0.0141458,7069.22
"1",4,"17",0.025223,3964.64
"1",4,"170",0.0137292,7283.76
"1",4,"171",0.0124375,8040.2
"1",4,"172",0.00991667,10084
"1",4,"173",0.0095,10526.3
"1",4,"174",0.00820833,12182.7
"1",4,"175",0.009875,10126.6
"1",4,"176",0.01625,6153.85
"1",4,"177",0.0179167,5581.4
"1",4,"178",0.016625,6015.04
"1",4,"179",0.0162083,6169.67
"1",4,"18",0.0248063,4031.23
"1",4,"180",0.0136875,7305.94
"1",4,"181",0.0123958,8067.23
"1",4,"182",0.0119792,8347.83
"1",4,"183",0.0140625,7111.11
"1",4,"184",0.0136458,7328.24
"1",4,"185",0.0123542,8094.44
"1",4,"186",0.0139583,7164.18
"1",4,"187",0.0126667,7894.74
"1",4,"188",0.01225,8163.27
"1",4,"189",0.0143333,6976.74
"1",4,"19",0.0251188,3981.08
"1",4,"190",0.0139167,7185.63
"1",4,"191",0.012625,7920.79
"1",4,"192",0.0101042,9896.91
"1",4,"193",0.0096875,10322.6
"1",4,"194",0.00839583,11910.7
"1",4,"195",0.0100625,9937.89
"1",4,"196",0.0181875,5498.28
"1",4,"197",0.0168958,5918.62
"1",4,"198",0.0164792,6068.27
"1",4,"199",0.0185625,5387.21
"1",4,"2",0.0243896,4100.1
"1",4,"20",0.0267855,3733.37
"1",4,"200",0.0181458,5510.91
"1",4,"201",0.0168542,5933.25
"1",4,"202",0.0143333,6976.74
"1",4,"203",0.0139167,7185.63
"1",4,"204",0.012625,7920.79
"1",4,"205",0.0142917,6997.08
"1",4,"206",0.0146042,6847.36
"1",4,"207",0.0141875,7048.46
"1",4,"208",0.0128958,7754.44
"1",4,"209",0.0145625,6866.95
"1",4,"21",0.0254938,3922.52
"1",4,"210",0.0103333,9677.42
"1",4,"22",0.0250771,3987.7
"1",4,"23",0.0225563,4433.35
"1",4,"24",0.0212646,4702.64
"1",4,"25",0.020848,4796.63
"1",4,"26",0.0229313,4360.85
"1",4,"27",0.0225146,4441.56
"1",4,"28",0.021223,4711.88
"1",4,"29",0.0120556,8294.93
"1",4,"3",0.0246605,4055.07
"1",4,"30",0.0123264,8112.68
"1",4,"31",0.00809722,12349.9
"1",4,"32",0.00976389,10241.8
"1",4,"33",0.00837963,11933.7
"1",4,"34",0.00805556,12413.8
"1",4,"35",0.0165556,6040.27
"1",4,"36",0.0123264,8112.68
"1",4,"37",0.0139931,7146.4
"1",4,"38",0.0127014,7873.15
"1",4,"39",0.0122847,8140.19
"1",4,"4",0.0204313,4894.45
"1",4,"40",0.0125972,7938.26
"1",4,"41",0.0142639,7010.71
"1",4,"42",0.0129722,7708.78
"1",4,"43",0.0125556,7964.6
"1",4,"44",0.0100347,9965.4
"1",4,"45",0.00874306,11437.6
"1",4,"46",0.00832639,12010
"1",4,"47",0.0104097,9606.4
"1",4,"48",0.00999306,10006.9
"1",4,"49",0.00870139,11492.4
"1",4,"5",0.022098,4525.3
"1",4,"50",0.0167431,5972.63
"1",4,"51",0.0125139,7991.12
"1",4,"52",0.0141806,7051.91
"1",4,"53",0.0128889,7758.62
"1",4,"54",0.0124722,8017.82
"1",4,"55",0.0127847,7821.84
"1",4,"56",0.0144514,6919.75
"1",4,"57",0.0131597,7598.94
"1",4,"58",0.0127431,7847.41
"1",4,"59",0.0102222,9782.61
"1",4,"6",0.0208063,4806.24
"1",4,"60",0.00893056,11197.5
"1",4,"61",0.00851389,11745.5
"1",4,"62",0.0105972,9436.44
"1",4,"63",0.0101806,9822.65
"1",4,"64",0.00888889,11250
"1",4,"65",0.0170139,5877.55
"1",4,"66",0.0186806,5353.16
"1",4,"67",0.0173889,5750.8
"1",4,"68",0.0169722,5891.98
"1",4,"69",0.0144514,6919.75
"1",4,"7",0.0203896,4904.45
"1",4,"70",0.0131597,7598.94
"1",4,"71",0.0127431,7847.41
"1",4,"72",0.0148264,6744.73
"1",4,"73",0.0144097,6939.76
"1",4,"74",0.0131181,7623.08
"1",4,"75",0.0147222,6792.45
"1",4,"76",0.0134306,7445.71
"1",4,"77",0.0130139,7684.1
"1",4,"78",0.0150972,6623.74
"1",4,"79",0.0146806,6811.73
"1",4,"8",0.0245771,4068.82
"1",4,"80",0.0133889,7468.88
"1",4,"81",0.0108681,9201.28
"1",4,"82",0.0104514,9568.11
"1",4,"83",0.00915972,10917.4
"1",4,"84",0.0108264,9236.69
"1",4,"85",0.0236257,4232.67
"1",4,"86",0.0238966,4184.7
"1",4,"87",0.0196674,5084.55
"1",4,"88",0.0213341,4687.34
"1",4,"89",0.0200424,4989.42
"1",4,"9",0.024848,4024.47
"1",4,"90",0.0196257,5095.35
"1",4,"91",0.0281257,3555.46
"1",4,"92",0.0238966,4184.7
"1",4,"93",0.0255632,3911.87
"1",4,"94",0.0242716,4120.05
"1",4,"95",0.0238549,4192.01
"1",4,"96",0.0241674,4137.8
"1",4,"97",0.0258341,3870.86
"1",4,"98",0.0245424,4074.58
"1",4,"99",0.0241257,4144.95
"1",5,"1",0.0209617,4770.6
"1",5,"10",0.0214784,4655.85
"1",5,"100",0.0129778,7705.48
"1",5,"101",0.0119444,8372.09
"1",5,"102",0.0132278,7559.85
"1",5,"103",0.0121944,8200.46
"1",5,"104",0.0118611,8430.91
"1",5,"105",0.0135278,7392.2
"1",5,"106",0.0131944,7578.95
"1",5,"107",0.0121611,8222.93
"1",5,"108",0.0101444,9857.61
"1",5,"109",0.00981111,10192.5
"1",5,"11",0.021145,4729.24
"1",5,"110",0.00877778,11392.4
"1",5,"111",0.0101111,9890.11
"1",5,"112",0.0166111,6020.07
"1",5,"113",0.0155778,6419.4
"1",5,"114",0.0152444,6559.77
"1",5,"115",0.0169111,5913.27
"1",5,"116",0.0165778,6032.17
"1",5,"117",0.0155444,6433.17
"1",5,"118",0.0135278,7392.2
"1",5,"119",0.0131944,7578.95
"1",5,"12",0.021395,4673.98
"1",5,"120",0.0121611,8222.93
"1",5,"121",0.0134944,7410.46
"1",5,"122",0.0137444,7275.67
"1",5,"123",0.0134111,7456.5
"1",5,"124",0.0123778,8078.99
"1",5,"125",0.0137111,7293.35
"1",5,"126",0.0103278,9682.63
"1",5,"127",0.0239506,4175.26
"1",5,"128",0.0205673,4862.1
"1",5,"129",0.0219006,4566.09
"1",5,"13",0.0227284,4399.79
"1",5,"130",0.0208673,4792.2
"1",5,"131",0.0205339,4869.99
"1",5,"132",0.0207839,4811.41
"1",5,"133",0.0221173,4521.36
"1",5,"134",0.0210839,4742.95
"1",5,"135",0.0207506,4819.14
"1",5,"136",0.0187339,5337.91
"1",5,"137",0.0177006,5649.53
"1",5,"138",0.0173673,5757.96
"1",5,"139",0.0190339,5253.78
"1",5,"14",0.021695,4609.35
"1",5,"140",0.0187006,5347.42
"1",5,"141",0.0176673,5660.19
"1",5,"142",0.0241673,4137.83
"1",5,"143",0.0255006,3921.48
"1",5,"144",0.0244673,4087.09
"1",5,"145",0.0241339,4143.54
"1",5,"146",0.0221173,4521.36
"1",5,"147",0.0210839,4742.95
"1",5,"148",0.0207506,4819.14
"1",5,"149",0.0224173,4460.85
"1",5,"15",0.0213617,4681.27
"1",5,"150",0.0220839,4528.18
"1",5,"151",0.0210506,4750.46
"1",5,"152",0.0223339,4477.49
"1",5,"153",0.0213006,4694.7
"1",5,"154",0.0209673,4769.34
"1",5,"155",0.0226339,4418.15
"1",5,"156",0.0223006,4484.19
"1",5,"157",0.0212673,4702.06
"1",5,"158",0.0192506,5194.64
"1",5,"159",0.0189173,5286.18
"1",5,"16",0.019345,5169.28
"1",5,"160",0.0178839,5591.61
"1",5,"161",0.0192173,5203.65
"1",5,"162",0.0243173,4112.31
"1",5,"163",0.0256506,3898.55
"1",5,"164",0.0246173,4062.19
"1",5,"165",0.0242839,4117.95
"1",5,"166",0.0222673,4490.9
"1",5,"167",0.0212339,4709.44
"1",5,"168",0.0209006,4784.55
"1",5,"169",0.0225673,4431.2
"1",5,"17",0.0183117,5460.99
"1",5,"170",0.0222339,4497.63
"1",5,"171",0.0212006,4716.85
"1",5,"172",0.0224839,4447.62
"1",5,"173",0.0214506,4661.88
"1",5,"174",0.0211173,4735.46
"1",5,"175",0.0227839,4389.06
"1",5,"176",0.0224506,4454.22
"1",5,"177",0.0214173,4669.13
"1",5,"178",0.0194006,5154.48
"1",5,"179",0.0190673,5244.59
"1",5,"18",0.0179784,5562.24
"1",5,"180",0.0180339,5545.1
"1",5,"181",0.0193673,5163.35
"1",5,"182",0.0258673,3865.89
"1",5,"183",0.0248339,4026.75
"1",5,"184",0.0245006,4081.53
"1",5,"185",0.0261673,3821.57
"1",5,"186",0.0258339,3870.88
"1",5,"187",0.0248006,4032.16
"1",5,"188",0.0227839,4389.06
"1",5,"189",0.0224506,4454.22
"1",5,"19",0.019645,5090.34
"1",5,"190",0.0214173,4669.13
"1",5,"191",0.0227506,4395.49
"1",5,"192",0.0230006,4347.71
"1",5,"193",0.0226673,4411.65
"1",5,"194",0.0216339,4622.37
"1",5,"195",0.0229673,4354.02
"1",5,"196",0.0195839,5106.23
"1",5,"197",0.0143,6993.01
"1",5,"198",0.0156333,6396.59
"1",5,"199",0.0146,6849.32
"1",5,"2",0.0211784,4721.8
"1",5,"20",0.0193117,5178.21
"1",5,"200",0.0142667,7009.35
"1",5,"201",0.01225,8163.27
"1",5,"202",0.0112167,8915.3
"1",5,"203",0.0108833,9188.36
"1",5,"204",0.01255,7968.13
"1",5,"205",0.0122167,8185.54
"1",5,"206",0.0111833,8941.88
"1",5,"207",0.0124667,8021.39
"1",5,"208",0.0114333,8746.36
"1",5,"209",0.0111,9009.01
"1",5,"21",0.0182784,5470.95
"1",5,"210",0.0127667,7832.9
"1",5,"211",0.0124333,8042.9
"1",5,"212",0.0114,8771.93
"1",5,"213",0.00938333,10657.2
"1",5,"214",0.00905,11049.7
"1",5,"215",0.00801667,12474
"1",5,"216",0.00935,10695.2
"1",5,"217",0.01585,6309.15
"1",5,"218",0.0148167,6749.16
"1",5,"219",0.0144833,6904.49
"1",5,"22",0.0247117,4046.67
"1",5,"220",0.01615,6191.95
"1",5,"221",0.0158167,6322.44
"1",5,"222",0.0147833,6764.37
"1",5,"223",0.0127667,7832.9
"1",5,"224",0.0124333,8042.9
"1",5,"225",0.0114,8771.93
"1",5,"226",0.0127333,7853.4
"1",5,"227",0.0129833,7702.18
"1",5,"228",0.01265,7905.14
"1",5,"229",0.0116167,8608.32
"1",5,"23",0.0213284,4688.59
"1",5,"230",0.01295,7722.01
"1",5,"231",0.00956667,10453
"1",5,"232",0.016,6250
"1",5,"233",0.0149667,6681.51
"1",5,"234",0.0146333,6833.71
"1",5,"235",0.0163,6134.97
"1",5,"236",0.0159667,6263.05
"1",5,"237",0.0149333,6696.43
"1",5,"238",0.0129167,7741.94
"1",5,"239",0.0125833,7947.02
"1",5,"24",0.0226617,4412.73
"1",5,"240",0.01155,8658.01
"1",5,"241",0.0128833,7761.97
"1",5,"242",0.0131333,7614.21
"1",5,"243",0.0128,7812.5
"1",5,"244",0.0117667,8498.58
"1",5,"245",0.0131,7633.59
"1",5,"246",0.00971667,10291.6
"1",5,"247",0.0165167,6054.49
"1",5,"248",0.0161833,6179.2
"1",5,"249",0.01515,6600.66
"1",5,"25",0.0216284,4623.56
"1",5,"250",0.0164833,6066.73
"1",5,"251",0.0131,7633.59
"1",5,"252",0.0133167,7509.39
"1",5,"26",0.021295,4695.93
"1",5,"27",0.021545,4641.44
"1",5,"28",0.0228784,4370.94
"1",5,"29",0.021845,4577.7
"1",5,"3",0.017795,5619.54
"1",5,"30",0.0215117,4648.63
"1",5,"31",0.019495,5129.51
"1",5,"32",0.0184617,5416.62
"1",5,"33",0.0181284,5516.21
"1",5,"34",0.019795,5051.77
"1",5,"35",0.0194617,5138.3
"1",5,"36",0.0184284,5426.42
"1",5,"37",0.0249284,4011.49
"1",5,"38",0.0262617,3807.83
"1",5,"39",0.0252284,3963.79
"1",5,"4",0.0191284,5227.84
"1",5,"40",0.024895,4016.86
"1",5,"41",0.0228784,4370.94
"1",5,"42",0.021845,4577.7
"1",5,"43",0.0215117,4648.63
"1",5,"44",0.0231784,4314.37
"1",5,"45",0.022845,4377.32
"1",5,"46",0.0218117,4584.69
"1",5,"47",0.023095,4329.93
"1",5,"48",0.0220617,4532.74
"1",5,"49",0.0217284,4602.28
"1",5,"5",0.018095,5526.38
"1",5,"50",0.023395,4274.41
"1",5,"51",0.0230617,4336.19
"1",5,"52",0.0220284,4539.6
"1",5,"53",0.0200117,4997.08
"1",5,"54",0.0196784,5081.72
"1",5,"55",0.018645,5363.36
"1",5,"56",0.0199784,5005.41
"1",5,"57",0.0146944,6805.29
"1",5,"58",0.0113111,8840.86
"1",5,"59",0.0126444,7908.61
"1",5,"6",0.0177617,5630.09
"1",5,"60",0.0116111,8612.44
"1",5,"61",0.0112778,8867
"1",5,"62",0.0115278,8674.7
"1",5,"63",0.0128611,7775.38
"1",5,"64",0.0118278,8454.67
"1",5,"65",0.0114944,8699.86
"1",5,"66",0.00947778,10551
"1",5,"67",0.00844444,11842.1
"1",5,"68",0.00811111,12328.8
"1",5,"69",0.00977778,10227.3
"1",5,"7",0.0245617,4071.38
"1",5,"70",0.00944444,10588.2
"1",5,"71",0.00841111,11889
"1",5,"72",0.0149111,6706.41
"1",5,"73",0.0162444,6155.95
"1",5,"74",0.0152111,6574.14
"1",5,"75",0.0148778,6721.43
"1",5,"76",0.0128611,7775.38
"1",5,"77",0.0118278,8454.67
"1",5,"78",0.0114944,8699.86
"1",5,"79",0.0131611,7598.14
"1",5,"8",0.0211784,4721.8
"1",5,"80",0.0128278,7795.58
"1",5,"81",0.0117944,8478.57
"1",5,"82",0.0130778,7646.56
"1",5,"83",0.0120444,8302.58
"1",5,"84",0.0117111,8538.9
"1",5,"85",0.0133778,7475.08
"1",5,"86",0.0130444,7666.1
"1",5,"87",0.0120111,8325.62
"1",5,"88",0.00999444,10005.6
"1",5,"89",0.00966111,10350.8
"1",5,"9",0.0225117,4442.13
"1",5,"90",0.00862778,11590.5
"1",5,"91",0.00996111,10039
"1",5,"92",0.0150611,6639.62
"1",5,"93",0.0163944,6099.63
"1",5,"94",0.0153611,6509.95
"1",5,"95",0.0150278,6654.34
"1",5,"96",0.0130111,7685.74
"1",5,"97",0.0119778,8348.79
"1",5,"98",0.0116444,8587.79
"1",5,"99",0.0133111,7512.52
"1",6,"1",0.0216764,4613.31
"1",6,"10",0.0173292,5770.61
"1",6,"100",0.0123287,8111.15
"1",6,"101",0.012537,7976.37
"1",6,"102",0.0122593,8157.1
"1",6,"103",0.0113981,8773.35
"1",6,"104",0.0125093,7994.08
"1",6,"105",0.00968981,10320.1
"1",6,"106",0.0150509,6644.11
"1",6,"107",0.0141898,7047.31
"1",6,"108",0.013912,7188.02
"1",6,"109",0.0153009,6535.55
"1",6,"11",0.0164681,6072.35
"1",6,"110",0.0150231,6656.39
"1",6,"111",0.014162,7061.13
"1",6,"112",0.0124815,8011.87
"1",6,"113",0.0122037,8194.23
"1",6,"114",0.0113426,8816.33
"1",6,"115",0.0124537,8029.74
"1",6,"116",0.012662,7897.62
"1",6,"117",0.0123843,8074.77
"1",6,"118",0.0115231,8678.18
"1",6,"119",0.0126343,7914.99
"1",6,"12",0.0161903,6176.53
"1",6,"120",0.00981481,10188.7
"1",6,"121",0.0154815,6459.33
"1",6,"122",0.0152037,6577.34
"1",6,"123",0.0143426,6972.24
"1",6,"124",0.0154537,6470.94
"1",6,"125",0.0126343,7914.99
"1",6,"126",0.0128148,7803.47
"1",6,"127",0.0213477,4684.34
"1",6,"128",0.0224588,4452.59
"1",6,"129",0.0215977,4630.12
"1",6,"13",0.0175792,5688.54
"1",6,"130",0.0213199,4690.44
"1",6,"131",0.0196394,5091.81
"1",6,"132",0.0187783,5325.3
"1",6,"133",0.0185005,5405.26
"1",6,"134",0.0198894,5027.81
"1",6,"135",0.0196116,5099.02
"1",6,"136",0.0187505,5333.19
"1",6,"137",0.0198199,5045.42
"1",6,"138",0.0189588,5274.59
"1",6,"139",0.0186811,5353.02
"1",6,"14",0.0173014,5779.87
"1",6,"140",0.0200699,4982.58
"1",6,"141",0.0197922,5052.5
"1",6,"142",0.0189311,5282.33
"1",6,"143",0.0172505,5796.93
"1",6,"144",0.0169727,5891.81
"1",6,"145",0.0161116,6206.71
"1",6,"146",0.0172227,5806.28
"1",6,"147",0.0226394,4417.08
"1",6,"148",0.0217783,4591.73
"1",6,"149",0.0215005,4651.06
"1",6,"15",0.0164403,6082.61
"1",6,"150",0.0228894,4368.84
"1",6,"151",0.0226116,4422.51
"1",6,"152",0.0217505,4597.6
"1",6,"153",0.0200699,4982.58
"1",6,"154",0.0197922,5052.5
"1",6,"155",0.0189311,5282.33
"1",6,"156",0.0200422,4989.48
"1",6,"157",0.0202505,4938.15
"1",6,"158",0.0199727,5006.83
"1",6,"159",0.0191116,5232.42
"1",6,"16",0.021857,4575.2
"1",6,"160",0.0202227,4944.93
"1",6,"161",0.0174033,5746.05
"1",6,"162",0.0227644,4392.83
"1",6,"163",0.0219033,4565.53
"1",6,"164",0.0216255,4624.17
"1",6,"165",0.0230144,4345.11
"1",6,"166",0.0227366,4398.19
"1",6,"167",0.0218755,4571.32
"1",6,"168",0.0201949,4951.74
"1",6,"169",0.0199172,5020.8
"1",6,"17",0.0229681,4353.87
"1",6,"170",0.0190561,5247.68
"1",6,"171",0.0201672,4958.56
"1",6,"172",0.0203755,4907.86
"1",6,"173",0.0200977,4975.69
"1",6,"174",0.0192366,5198.42
"1",6,"175",0.0203477,4914.56
"1",6,"176",0.0175283,5705.07
"1",6,"177",0.0231949,4311.29
"1",6,"178",0.0229172,4363.54
"1",6,"179",0.0220561,4533.9
"1",6,"18",0.022107,4523.46
"1",6,"180",0.0231672,4316.45
"1",6,"181",0.0203477,4914.56
"1",6,"182",0.0205283,4871.33
"1",6,"183",0.0144167,6936.42
"1",6,"184",0.0135556,7377.05
"1",6,"185",0.0132778,7531.38
"1",6,"186",0.0146667,6818.18
"1",6,"187",0.0143889,6949.81
"1",6,"188",0.0135278,7392.2
"1",6,"189",0.0118472,8440.8
"1",6,"19",0.0218292,4581.02
"1",6,"190",0.0115694,8643.46
"1",6,"191",0.0107083,9338.52
"1",6,"192",0.0118194,8460.63
