seanuts_id2,species1,nutrient,concentration,feeding_mode,feeding_level,EnvTemp,DemersPelag,BodyShapeI,part,log_concentration,log_length,bulk_trophic_level,DepthRangeDeep,AgeMatMin,realm,source
NA,Alosa sapidissima,fat_g,13.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,2.624668592163159,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Alosa sapidissima,fat_g,13.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,2.624668592163159,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Alosa sapidissima,fat_g,11.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,2.4159137783010487,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Alosa sapidissima,fat_g,16.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,offal,2.791165107812717,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Alosa sapidissima,fat_g,12.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,2.5257286443082556,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Alosa sapidissima,fapun_all_g,3.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,1.1568811967920856,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Alosa sapidissima,fapun_all_g,3.27,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,1.184789984909162,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Alosa sapidissima,mn_mg,0.042,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,-3.170085660698769,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Alosa sapidissima,mn_mg,0.042,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,-3.170085660698769,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Alosa sapidissima,mg_mg,30,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,3.4011973816621555,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Alosa sapidissima,mg_mg,30,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,fusiform / normal,muscle,3.4011973816621555,4.330733340286331,3.6099998950958248,250,3.25,freshbrackmarine,cine
NA,Ameiurus nebulosus,ca_mg,12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,muscle,2.4849066497880004,4.007333185232471,3.27999997138977,40,2,fresh,cine
NA,Ameiurus nebulosus,zn_mg,0.403,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,muscle,-0.908818717035454,4.007333185232471,3.27999997138977,40,2,fresh,cine
NA,Ameiurus nebulosus,fe_mg,0.653,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,muscle,-0.42617814970570594,4.007333185232471,3.27999997138977,40,2,fresh,cine
NA,Ameiurus nebulosus,protein_g,15.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,muscle,2.760009940032921,4.007333185232471,3.27999997138977,40,2,fresh,cine
NA,Ameiurus nebulosus,protein_g,18.6,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,muscle,2.9231615807191558,4.007333185232471,3.27999997138977,40,2,fresh,cine
NA,Ameiurus nebulosus,fat_g,1.49,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,muscle,0.3987761199573678,4.007333185232471,3.27999997138977,40,2,fresh,cine
NA,Ameiurus nebulosus,fat_g,2.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,muscle,0.9932517730102834,4.007333185232471,3.27999997138977,40,2,fresh,cine
NA,Ameiurus nebulosus,mn_mg,0.041,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,muscle,-3.1941832122778293,4.007333185232471,3.27999997138977,40,2,fresh,cine
NA,Amia calva,protein_g,20.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,3.0007198150650303,4.6913478822291435,3.81,NA,3.3333333333333335,fresh,cine
NA,Amia calva,protein_g,15.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,whole,2.740840023925201,4.6913478822291435,3.81,NA,3.3333333333333335,fresh,cine
NA,Amia calva,fat_g,1.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,muscle,0.3364722366212129,4.6913478822291435,3.81,NA,3.3333333333333335,fresh,cine
NA,Amia calva,fat_g,1.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,elongated,whole,0.4054651081081644,4.6913478822291435,3.81,NA,3.3333333333333335,fresh,cine
NA,Anguilla rostrata,ca_mg,56,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,4.02535169073515,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,ca_mg,18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.8903717578961645,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,ca_mg,20,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.995732273553991,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,ca_mg,35,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,3.5553480614894135,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,ca_mg,56,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,4.02535169073515,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,zn_mg,1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,0,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,zn_mg,1.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,0.4885800148186709,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,zn_mg,2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,0.6931471805599453,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,zn_mg,0.615,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,-0.4861330111756192,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fe_mg,2.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,0.9932517730102834,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fe_mg,0.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,-0.35667494393873245,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fe_mg,0.51,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,-0.6733445532637656,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fe_mg,0.35,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,-1.0498221244986778,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,protein_g,18.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.9338568698359038,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,protein_g,15,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.70805020110221,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,protein_g,18.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.917770732084279,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,protein_g,19.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.9496883350525844,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,protein_g,18.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.9014215940827497,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fat_g,15.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.760009940032921,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fat_g,18.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.9069010598473755,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fat_g,18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.8903717578961645,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fat_g,11.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.4595888418037104,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fat_g,18.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.9338568698359038,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fat_g,14.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.653241964607215,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fat_g,31.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,3.449987545831587,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fat_g,13.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.5877640352277083,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fapun3,1.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,0.1823215567939546,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fapun3,1.13,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,0.12221763272424911,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fapun_all_g,2.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,0.8329091229351039,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fapun_all_g,1.23,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,0.20701416938432612,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fapun_all_g,0.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,-0.10536051565782628,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fapun_all_g,1.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,0.3364722366212129,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,fapun_all_g,5.74,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,1.747459210331475,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,mn_mg,0.035,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,-3.3524072174927233,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,mn_mg,0.03,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,-3.506557897319982,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anguilla rostrata,mg_mg,15,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,muscle,2.70805020110221,5.0238805208462765,3.62,464,3.3333333333333335,freshbrackmarine,cine
NA,Anoplopoma fimbria,ca_mg,35,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,3.5553480614894135,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,ca_mg,35,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,3.5553480614894135,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,zn_mg,0.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,-1.2039728043259361,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fe_mg,1.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,0.1823215567939546,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fe_mg,1.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,0.1823215567939546,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,protein_g,12.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,2.5572273113676265,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,protein_g,12.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,offal,2.5572273113676265,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,protein_g,13.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,2.580216829592325,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fat_g,15.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,2.72785282839839,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fat_g,5.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,1.7404661748405046,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fat_g,15.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,2.7212954278522306,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fat_g,14.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,offal,2.6878474937846906,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fat_g,14.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,2.653241964607215,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fat_g,13.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,2.5726122302071057,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fapun3,0.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,-0.10536051565782628,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fapun3,1.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,0.26236426446749106,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fapun_all_g,2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,0.6931471805599453,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fapun_all_g,1.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,0.09531017980432493,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,fapun_all_g,2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,0.6931471805599453,4.787491742782046,4.12,2740,5,marine,cine
NA,Anoplopoma fimbria,mn_mg,0.011,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,fusiform / normal,muscle,-4.509860006183766,4.787491742782046,4.12,2740,5,marine,cine
