"","sciname","StockDefs","TempMin","TempMax","SpecCode"
"41","Leporinus elongatus","South America:  Known only from the Rio Jequitinhonha and Rio Pardo in Brazil.  Record from  São Francisco River, the type locality in the original description, seems to be erroneous (Ref. 93038).  Reported from Paraná and La Plata basins (Ref. 36801).",NA,NA,53291
"42","Leporinus friderici","South America:  Suriname and Amazon River basin (Ref. 36801).  Reported from Argentina (Ref. 9086).",23,26,12330
"43","Pseudoplatystoma corruscans","South America:  São Francisco and Paraná River basins.",NA,NA,8674
"44","Oreochromis niloticus"," <i>Oreochromis niloticus filoa</i>: Israel strain.  Introduced to the Gan Shmuel hatchery, Israel from Kajansi Fish Culture Station, Uganda by Pruginin in 1969.  Founding stock consisted of 120 fry and a further sample (?) in 1970.",NA,NA,2
"45","Oreochromis niloticus"," <i>Oreochromis niloticus filoa</i>: Uganda strain.  Introduced to the Kajansi Fish Culture Station, Uganda from Lake George.  Year of introduction and size of founding stock are unknown.",NA,NA,2
"46","Oreochromis niloticus","<i>Oreohromis n. vulcani</i>:  Mombasa-Kenya 1976 strain.  Introduced to the Baobab Farm, Mombasa, Kenya from Lake Baringo in 1976.  Founder stock is unknown.",NA,NA,2
"47","Oreochromis niloticus","<i>Oreohromis niloticus vulcani</i>:  DOR-Kenya 1966 strain.  Introduced to Dor, Israel from Lake Turkana, Kenya in 1966.  Founder stock consisted of fry collected from the mouth of a single female by Pruginin.",NA,NA,2
"48","Oreochromis niloticus","<i>Oreohromis niloticus vulcani</i>:  Mombasa-Kenya 1978 strain.  Introduced to the Baobab Farm, Mombasa, Kenya from El Molo Bay at Lake Turkana in 1978.  Founder stock is unknown.",NA,NA,2
"49","Oreochromis niloticus","Auburn-Egypt 1982 strain. Introduced to Auburn University, Alabama from Egypt in May 1982. Founder stock of 66 females and 20 males were collected from Ismailia Canal one of the distributaries of the Nile River, about 0.75 km northeast of Cairo, Egypt.",NA,NA,2
"50","Oreochromis niloticus","Auburn-Israel 1982 strain.  Introduced to the Auburn University, Alabama, USA from the Fish and Aquaculture Research Station, DOR, Israel in 1982.  Founder stock consisted of 200 individuals.",NA,NA,2
"51","Oreochromis niloticus","Bangkok-Japan 1965 strain.  Introduced to Bangkok, Thailand from Japan in 1965 with a founder stock of 50 fish.  However, the number of fish that survived to breed is still unclear.",NA,NA,2
"52","Oreochromis niloticus","Bouaké-Burkina Faso 1957 strain.  Originated from a waterhole called 'la mare aux hippos' in Burkina Faso (formerly Upper Volta).  Introduced in 1957 with a founder stock of 200 individuals.",NA,NA,2
"53","Oreochromis niloticus","CLSU strain.  Different Philippine strains like the 'Taiwan', 'Israel' and 'Singapore' strains held at the Central Luzon State University, Muñoz, Nueva Ecija were combined to create a founder population for experimental purposes.",NA,NA,2
"54","Oreochromis niloticus","CLSU-Egypt 1988 strain.  Introduced to the National Freshwater Fisheries Technology Research Center of the Bureau of Fisheries and Aquatic Resources in CLSU, Nueva Ecija, Philippines from Egypt in May, 1988 (1st collection) and in August 1989 (2nd collection).  Collected from rivers, canals and lakes in Egypt.",NA,NA,2
"55","Oreochromis niloticus","CLSU-Ghana 1988 strain.  Introduced to the National Freshwater Fisheries Technology Research Center of BFAR in Central Luzon State University, Nueva Ecija, Philippines from Ghana in October 1988.  Founder stock of 220 fingerlings were collected from the Akosombo and Kpong dams (Kpong headpond) in the Volta River.",NA,NA,2
"56","Oreochromis niloticus","CLSU-Israel 1979 strain.  Introduced in the Philippines through the collaborative project between the Freshwater Aquaculture Center of the Central Luzon State University (CLSU), Nueva Ecija and ICLARM in 1982 with 30 females and 10 males as founder stocks.  This came from the original introduction in 1979 from Israel.",NA,NA,2
"57","Oreochromis niloticus","CLSU-Kenya 1988 strain.  Introduced to the Bureau of Fisheries and Aquatic Resources, Nueva Ecija, Philippines in August, 1989 with a founder stock of 800 fingerlings.  Stock was collected from the first generation progeny of a founder stock collected in Lake Turkana, Kenya in August, 1988.",NA,NA,2
"58","Oreochromis niloticus","CLSU-Senegal 1988 strain.  Introduced to the Bureau of Fisheries and Aquatic Resources in Central Luzon State University, Nueva Ecija, Philippines in October, 1988.  Founder stocks were collected from floodplains of Dagana (120 breeders), Dakar-Bangos (40 breeders) and Mbane (40 fingerlings) in Senegal.",NA,NA,2
"59","Oreochromis niloticus","CLSU-Taiwan 1983 strain.  Introduced to the Bureau of Fisheries and Aquatic Resources in Central Luzon State University, Nueva Ecija, Philippines from Taiwan in May 1983 with a founder stock of 150 females and 50 males.  In May 1984, another batch of founder stock was introduced with 16 females and 24 males.",NA,NA,2
"60","Oreochromis niloticus","CLSU-Thailand 1972 strain.  Introduced to the National Freshwater Fisheries Technology Research Center of the Bureau of Fisheries and Aquatic Resources in Central Luzon State University (CLSU), Nueva Ecija, Philippines from Thailand in 1972.  Founding stock is unknown.",NA,NA,2
"61","Oreochromis niloticus","DOR-Brazil 1977 strain.  Introduced to Dor, Israel from Fortaleza, Brazil in 1977.  Founder stock was 125 fingerlings.",NA,NA,2
"62","Oreochromis niloticus","DOR-Egypt 1982 strain.  Introduced to Dor, Israel from Ismailia Canal, one of the distributaries of the Nile River in 1982.  Founder stock consisted of 60 females and 20 males.",NA,NA,2
"63","Oreochromis niloticus","DOR-Ghana 1974 strain.  Introduced to the Fish and Aquaculture Research Station, DOR, Israel from the drainage system of Lake Volta, in the vicinity of Accra, Ghana in 1974.  Founder stock included nine females and two males.",NA,NA,2
"64","Oreochromis niloticus","DOR-United Kingdom 1984 strain.  Introduced to Dor, Israel from the University of Stirling, UK in 1984.  Founder stock included 300 fingerlings.",NA,NA,2
"65","Oreochromis niloticus","Fortaleza-Côte d'Ivoire 1971 strain.  Introduced to the Experimental Fish Culture Unit of Pentecosta Ceará, Fortaleza, Brazil from Bouaké, Côte d'Ivoire in 1971.  Founding stock was 60 juveniles.",NA,NA,2
"66","Oreochromis niloticus","GIFT strain.",NA,NA,2
"67","Oreochromis niloticus","Japan-Egypt 1962 strain.  Introduced to Japan from Cairo, Egypt in 1962.  Founding stock was 120 individuals.",NA,NA,2
"68","Oreochromis niloticus","King Abdul-aziz strain.  Introduced to the King Abdul-aziz City for Science and Technology Fish Culture Project, Riyadh, Saudi Arabia.  Year of introduction and size of founding stock are unknown.",NA,NA,2
"69","Oreochromis niloticus","Rwanda-USA 1984 strain.  Introduced to Rwanda from Alabama, USA in 1984.  Founder stock was 22 females and 18 males.",NA,NA,2
"70","Oreochromis niloticus","SEAFDEC-Singapore 1979 strain.  Introduced to the Freshwater Fisheries Station of the Southeast Asian Fisheries Development Center (SEAFDEC), Philippines from Singapore in 1979.  Founding stock is unknown.",NA,NA,2
"71","Oreochromis niloticus","Singapore-Israel strain.  Introduced to Singapore from Dor, Israel.  The year of introduction and size of founding stock are unknown.",NA,NA,2
"72","Oreochromis niloticus","Stirling-Egypt strain.  Introduced to the Institute of Aquaculture, Stirling University, UK from Lake Manzallah in Egypt.  Year of introduction and size of founder stock are unknown.",NA,NA,2
"73","Oreochromis niloticus","Auburn-Brazil 1974 strain.  Introduced to Auburn University, Alabama, USA from Brazil in 1974 with a founding stock of 100 fry.",NA,NA,2
"74","Oreochromis niloticus","Taiwan-Japan 1966 strain.  Introduced to Taiwan from Japan in 1966.  Founder stock consisted of 56 individuals.",NA,NA,2
"75","Oreochromis niloticus","The China-Sudan 1978 strain was introduced to Hubei Province, China from Nile River, Sudan in 1978.  Founder stock was 61 individuals.",NA,NA,2
"76","Oreochromis niloticus","Africa:  naturally occurring in coastal rivers of Israel (Ref. 5166), Nile basin (including lake Albert, Edward and Tana), Jebel Marra, Lake Kivu, Lake Tanganyika, Awash River, various Ethiopian lakes, Omo River system, Lake Turkana, Suguta River and Lake Baringo (Ref. 2). In West Africa natural distribution covers the basins of the Senegal, Gambia, Volta, Niger, Benue and Chad, with introduced specimens reported from various coastal basins (Ref. 53405). Widely introduced for aquaculture, with many existing strains. Several countries report adverse ecological impact after introduction. The following subspecies were previously recognized: <i>Oreochromis niloticus baringoensis</i>, <i>Oreochromis niloticus cancellatus</i>, <i>Oreochromis niloticus eduardianus</i>, <i>Oreochromis niloticus filoa</i>, <i>Oreochromis niloticus niloticus</i>, <i>Oreochromis niloticus sugutae</i>, <i>Oreohromis niloticus tana</i> and <i>Oreohromis niloticus vulcani</i>.",13.5,33,2
"77","Oreochromis niloticus","<i>Oreochromis niloticus eduardianus</i>:  Africa:  Albert Nile; Lakes Albert, Edward, George, Kivu; River Ruzizi and Lake Tanganyika.  (Introduced into Lakes Victoria and Kyoga and many small lakes and dams in Uganda and Rwanda).",24,28,2
"78","Oreochromis niloticus","<i>Oreohromis niloticus tana</i>: Africa:  restricted to Lake Tana, Ethiopia.",NA,NA,2
"79","Oreochromis niloticus","<i>Oreohromis niloticus vulcani</i>:  Africa:  Lake Rudolf (Turkana) and its affluent streams (except the Omo river ?); Crater lakes on Central Island.",NA,NA,2
"80","Oreochromis niloticus","<i>Oreochromis niloticus filoa</i>: Africa:  Awash system excluding Lake Beseka; possibly also in Lake Akaki.",NA,NA,2
"81","Oreochromis niloticus","<i>Oreochromis niloticus sugutae</i>:  Africa:  Sugata River and its tributary the Kinyang or Kapedo in the neighborhood of the hot springs that feed it in Kenya.",NA,NA,2
"82","Oreochromis niloticus","<i>Oreochromis niloticus baringoensis</i>: Africa:  endemic to Lake Baringo, Kenya.",24,28,2
"83","Oreochromis niloticus","<i>Oreochromis niloticus cancellatus</i>: Africa:  Lakes of the Ethiopian Rift Valley, Lake Beseka and the Awash system, but absent from Lake Turkana and Lake Tana.",NA,NA,2
"84","Oreochromis mossambicus","Auburn University, Alabama, USA stock (obtained from Hooper, Colorado, USA in 1980).",NA,NA,3
"85","Oreochromis mossambicus","Bouaké, Côte d'Ivoire.",NA,NA,3
"86","Oreochromis mossambicus","Philippine-Thailand 1950 strain.  Introduced to the Philippines from Thailand in 1950.  Founding stock was one female and three males.",NA,NA,3
"87","Oreochromis mossambicus","Canada red tilapia.  Tilapia hybrid of <i>Oreochromis mossambicus</i> x <i>Oreochromis urolepis hornorum</i>.",NA,NA,3
"88","Oreochromis mossambicus","Singapore red tilapia (<i>Oreochromis mossambicus</i> x <i>Oreochromis niloticus</i>) originally obtained from Cisaat, Sukabumi Research Station, West Java, Indonesia.",NA,NA,3
"89","Oreochromis mossambicus","Africa:  Lower Zambezi, Lower Shiré and coastal plains from Zambezi delta to Algoa Bay.  Occurs southwards to the Brak River in the eastern Cape and in the Transvaal in the Limpopo system (Ref. 6465).  Widely introduced for aquaculture, but escaped and established itself in the wild in many countries, often outcompeting local species (Ref. 12217).  Several countries report adverse ecological impact after introduction.",17,35,3
"90","Channa striata","Asia:  Pakistan to Thailand and south China.  Several countries report adverse ecological impact after introduction.",23,27,343
"91","Glossogobius giuris","Africa to Oceania:  Red Sea and East Africa and most inland freshwater bodies over the Indian Ocean and western Pacific.  Common in coastal and estuarine waters from austral Africa and Madagascar to India and south of China.",25,NA,4833
"92","Epinephelus aeneus","Eastern Atlantic:  along the west coast of Africa to southern Angola (Ref. 5222, 57293), including the southern Mediterranean (Ref. 5222).  First record from Corsica, France in 2012 (Ref. 95839).  Records from the Canary Islands and Cape Verde are unsubstantiated (Ref. 5222).",NA,NA,426
"93","Chelidonichthys lucerna","Eastern Atlantic:  Norway to Cape Blanc (along the African coast); not recorded at Madeira and the Azores.  Also in the Mediterranean and Black seas.",8,24,1366
"94","Merlangius merlangus","Northeast Atlantic:  southeastern Barents Sea and Iceland to Portugal, also in the Black Sea, Aegean Sea, Adriatic Sea and adjacent areas.  Rare in the northwestern Mediterranean.",NA,NA,29
"95","Merlangius merlangus","Irish Sea (ICES division VIIa)",NA,NA,29
"96","Merlangius merlangus","Northeast Atlantic:  North Sea and Eastern Channel (ICES subarea IV, division VIId).",NA,NA,29
"97","Merlangius merlangus","Northeast Atlantic:  Western Channel (ICES division VIIe) and Celtic Sea (ICES divisions VIIf-k).",NA,NA,29
"98","Merlangius merlangus","Rockall (ICES division VIb)",NA,NA,29
"99","Merlangius merlangus","Northeast Atlantic:  Skagerrak Kattegat (ICES division IIIa)",NA,NA,29
"100","Merlangius merlangus","Northeast Atlantic:  West of Scotland (ICES division VIa)",NA,NA,29
"101","Scomber scombrus","North Atlantic: inlcuding the Mediterranean.",NA,NA,118
"102","Scomber scombrus","Northeast Atlantic:  combined Southern, Western, and North Sea spawning components.",NA,NA,118
"103","Pomatomus saltatrix","Circumglobal:  In tropical to subtropical waters;  except the eastern Pacific (Ref. 33390).  Eastern Atlantic:  Portugal to South Africa, including the Mediterranean and Black Sea, Madeira, and the Canary Islands.  Western Atlantic:  Canada and Bermuda to Argentina (Ref. 7251).  Indian Ocean:  along the coast of East Africa, Madagascar, southern Oman, southwest India, the Malay Peninsula, and Western Australia (Ref. 11441).  Southwest Pacific:  Australia except the Northern Territory, and New Zealand (Ref. 11441).  Absent from eastern Pacific and northwest Pacific.  Barely entering the  Western Central Pacific region.  Records from the Northern Territory, Australia and from Indonesia appear to be erroneous (Ref. 9860).  Occurrence in Taiwan (Ref. 5193) and Hawaii (Ref. 4517) need verification.",NA,NA,364
"104","Sparus aurata","Eastern Atlantic:  British Isles, Strait of Gibraltar to Cape Verde and around the Canary Islands; also in the Mediterranean (Ref. 3688).  Reported from the Black Sea (Ref. 12781).  Reports from New Zealand refer to <i>Pagrus auratus</i> (Foster 1801) (Ref. 5755, 9258).",NA,NA,1164
"105","Dicentrarchus labrax","Eastern Atlantic:  Norway to Morocco, the Canary Islands and Senegal.  Also known from the Mediterranean and Black Sea.  Absent from White, Barents, Baltic and Caspian Seas (Ref. 59043).",8,24,63
"106","Siganus rivulatus","Western Indian Ocean:  several localities in East Africa, and from the Red Sea to the eastern Mediterranean via the Suez Canal.",NA,NA,4545
"107","Hypophthalmichthys nobilis","Asia:  China.  Introduced to numerous countries and has achieved a near global distribution.  However, its breeding requirements are very specialized and stocks are maintained by artificial reproduction or continuous importation.  Several countries report adverse ecological impact after introduction (Ref. 1739).  Often confused with <i>Hypophthalmichthys molitrix</i> (Ref. 59043).",4,26,275
"108","Esox lucius","Circumpolar in fresh water.  North America:  Atlantic, Arctic, Pacific, Great Lakes and Mississippi River basins from Labrador to Alaska and south to Pennsylvania, Missouri and Nebraska, USA (Ref. 5723).  Eurasia:  Caspian, Black, Baltic, White, Barents, Arctic, North and Aral Seas and Atlantic basins, southwest to Adour drainage; Mediterranean basin in Rhône drainage and northern Italy.  Widely distributed in central Asia and Siberia easward to Anadyr drainage (Bering Sea basin).  Historically absent from Iberian Peninsula, Mediterranean France, central Italy, southern and western Greece, eastern Adriatic basin, Iceland, western Norway and northern Scotland. Widely introduced and translocated throughout Europe (Ref. 59043).  Several countries report adverse ecological impact after introduction (Ref. 1739).",10,28,258
"109","Salmo trutta","Europe and Asia:  Atlantic, North, White and Baltic Sea basins, from Spain to Chosha Bay (Russia). Found in Iceland and northernmost rivers of Great Britain and Scandinavia. In Rhône drainage, native only to Lake Geneva basin, which it entered after last glaciation. Native to upper Danube and Volga drainages.  Introduced widely.  Several countries report adverse ecological impact after introduction.",18,24,238
"110","Salmo trutta","<i>Salmo trutta aralensis</i>:  Asia:  endemic to the Aral Sea in its affluent river mouths, Amu-Darya and Syr-Darya.  Status of threat refers to Aral Sea and Amu Darya River stock (Ref. 36508).",NA,NA,238
"111","Salmo trutta","<i>Salmo trutta fario</i>:  Northeast  Atlantic:  southward to southern Norway; Iceland; southern Greenland.  Non-migratory and land-locked relict populations south to the British Isles and central France.  Reported from Greece (Ref. 27724), Estonia (Ref. 33247) and Argentina (Ref. 9086).  Elsewhere circumpolar.  Likely to benefit from environmental regulation passed in France on 8/12/88 (Ref. 2163).",2,16,238
"112","Salmo trutta","<i>Salmo trutta lacustris</i>	:  Europe:  widespread in the region.  Likely to benefit from environmental regulations passed on 8/12/88 in France (Ref. 2163).",NA,NA,238
"113","Salmo trutta","<i>Salmo trutta oxianus</i>	:  Asia:  Amu-Darya.",NA,NA,238
"114","Salmo trutta","<i>Salmo trutta aralensis</i>:  Asia:  Aral Sea and Amu Darya River stock.",NA,NA,238
"115","Salmo trutta","Baltic Sea (ICES subdivisions 22-32)",NA,NA,238
"116","Engraulis encrasicolus","Eastern Atlantic:  Bergen, Norway to East London, South Africa (perhaps reaching Durban) (Ref. 10000).  Also all of Mediterranean, Black and Azov seas, with stray individuals in Suez Canal and Gulf of Suez; also recorded from St. Helena (Ref. 189).  Reported from Estonia (Ref. 33247).",NA,NA,66
"117","Engraulis encrasicolus","Northeast Atlantic:  Bay of Biscay (ICES division VIII).",NA,NA,66
"118","Engraulis encrasicolus","Northeast Atlantic:  Western Iberian Seas (ICES Division Ixa).",NA,NA,66
"119","Gadus morhua","North Atlantic and Arctic: Ungava Bay in Canada along the North American coast to Cape Hatteras; North Carolina in the western Atlantic. East and west coast of Greenland; around Iceland; from Barents Sea including the region around Bear Island along the European coast to Bay of Biscay (Ref. 88171).",0,15,69
"120","Gadus morhua","Northeast Atlantic:  Faroe Bank (ICES Division Vb2)",NA,NA,69
"121","Gadus morhua","Greenland (ICES Subarea XIV and NAFO Subarea 1)",NA,NA,69
"122","Gadus morhua","Northeast Atlantic: Kattegat (ICES division Division IIIa East)",NA,NA,69
"123","Gadus morhua","Northeast Atlantic:  Celtic Sea (ICES division VIIe-k).",NA,NA,69
"124","Gadus morhua","Northeast Atlantic:  Central and Eastern Baltic, ICES subdivisions 25-32, including Bothnian Sea, Bothnian Bay and Gulf of Finland.",NA,NA,69
"125","Gadus morhua","Northeast Atlantic:  Faroe Plateau (ICES Subdivision Vb1).",NA,NA,69
"126","Gadus morhua","Northeast Atlantic:  Iceland (ICES division Va).",NA,NA,69
"127","Gadus morhua","Northeast Atlantic:  Irish Sea (ICES division VIIa).",NA,NA,69
"128","Gadus morhua","Northeast Atlantic:  North East Arctic - Barents Sea and Norwegian Sea (ICES subareas I and II).",NA,NA,69
"129","Gadus morhua","Northeast Atlantic:  North Sea, Eastern Channel, Skagerrak (ICES divisions IV, VIId, IIIa West).",NA,NA,69
"130","Gadus morhua","Northeast Atlantic:  West of Scotland (ICES division VIa).",NA,NA,69
"131","Gadus morhua","Northeast Atlantic:  Western Baltic, ICES subdivisions 22 and 24, consisting of the Belt Sea and Kiel and Mecklenburg Bay and the Arkona Sea.",NA,NA,69
"132","Gadus morhua","Northwest Atlantic: Eastern Scotian Shelf (NAFO Div. 4VsW).",NA,NA,69
"133","Gadus morhua","Northwest Atlantic: Flemish Cap (NAFO Div. 3M).",NA,NA,69
"134","Gadus morhua","Northwest Atlantic: Georges Bank (NAFO Div. 5Z-6).",NA,NA,69
"135","Gadus morhua","Northwest Atlantic: Gulf of Maine (NAFO Div. 5Y).",NA,NA,69
"136","Gadus morhua","Northwest Atlantic: Northern Gulf of St. Lawrence ( NAFO Div. 3Pn4RS).",NA,NA,69
"137","Gadus morhua","Northwest Atlantic: Northern Labrador (NAFO Div. 2GH).",NA,NA,69
"138","Gadus morhua","Northwest Atlantic: Southern Grand Bank (NAFO Div. 3NO).",NA,NA,69
"139","Gadus morhua","Northwest Atlantic: Southern Gulf of St. Lawrence (NAFO Div. 4TVn).",NA,NA,69
"140","Gadus morhua","Northwest Atlantic: Southern Labrador-Eastern Newfoundland  (NAFO Div. 2J3KL).",NA,NA,69
"141","Gadus morhua","Northwest Atlantic: Southern Newfoundland (NAFO Div. 3Ps).",NA,NA,69
"142","Gadus morhua","Northwest Atlantic: Western Scotian Shelf (NAFO Div. 4X).",NA,NA,69
"143","Gadus morhua","North Atlantic:  Norwegian Coastal Waters (in ICES subareas I and II)",NA,NA,69
"144","Gadus morhua","Rockall (ICES division VIb)",NA,NA,69
"145","Anguilla anguilla","Atlantic Ocean: Atlantic coast from Scandinavia to Morocco; Baltic, Black and Mediterranean Seas; rivers of North Atlantic, Baltic and Mediterranean seas (Ref. 172, Ref. 51442). Continuous introductions to Asia and South and Central America. Spawning area in western Atlantic (Sargasso Sea). At least one country reports adverse ecological impact after introduction. Recent genomic DNA studies show that the European eel exhibits isolation by distance, implying that non-random mating and restricted gene flow among eels from different location exists (Ref. 43723). The existence of 3 genetically distinct sub-populations is suggested: a Northern European subpopulation (consisting mainly of the Icelandic stocks); a Western European subpopulation (including the Baltic, the Mediterranean and Black Sea); a Southern sub-population (including stocks of Morocco) (Ref. 43723, 89139). International trade restricted (CITES Appendix II, since 13.5.2009). ",4,20,35
"146","Anguilla anguilla","Northeast Atlantic",NA,NA,35
"147","Hoplostethus atlanticus","Western Atlantic:  Gulf of Maine (Ref. 4784) [in error according to Moore (Fishes of the Gulf of Maine, in press), should be off northern Nova Scotia].  Eastern Atlantic:  Iceland to Morocco; Walvis Bay, Namibia to off Durban, South Africa.  Indo-Pacific:  south-central Indian Ocean and New Zealand.  Eastern Pacific:  Chile (Ref. 27363).  Several stocks may exist as suggested by distinct spawning sites and seasons.",3,9,334
"148","Hoplostethus atlanticus","in all areas",NA,NA,334
"149","Coryphaenoides rupestris","North Atlantic:  from about 37°N to Baffin Island and Greenland in the western Atlantic, and off Iceland and Norway south to North Africa in the eastern Atlantic.  Reported to occur from the tongue of the Ocean east of Andros Islands (about 24°N, 77°W) in the Bahamas.",NA,NA,332
"150","Coryphaenoides rupestris","Mid-Atlantic Ridge
(ICES Xb, XIIc, Va1, XIIa1, XIVb1)",NA,NA,332
"151","Coryphaenoides rupestris","Northeast Arctic, North Sea, around Iceland, Bay of Biscay, Western Iberian Seas, off Greenland (ICES subareas I, II,
IV, Va2 VIII, IX, XIVa, and XIVb2)",NA,NA,332
"152","Coryphaenoides rupestris","Northeast Atlantic",NA,NA,332
"153","Coryphaenoides rupestris","Northeast Atlantic:  Skagerrak and Kattegat (ICES division IIIa)",NA,NA,332
